cep	status	bairro_sugerido	bairro_principal	clientes_total	clientes_alterar	clientes_provaveis	clientes_excecao	confianca	alteraveis	provaveis	excecoes	todas_variacoes
74375150	SEGURO	OESTE INDUSTRIAL	PARQUE OESTE INDUSTRIAL	1	1	0	0	100.0	PARQUE OESTE INDUSTRIAL (1)			PARQUE OESTE INDUSTRIAL (1)
74375180	SEGURO	OESTE INDUSTRIAL	PARQUE OESTE INDUSTRIAL	2	2	0	0	100.0	PARQUE OESTE INDUSTRIAL (2)			PARQUE OESTE INDUSTRIAL (2)
74375280	SEGURO	OESTE INDUSTRIAL	PARQUE OESTE INDUSTRIAL	1	1	0	0	100.0	PARQUE OESTE INDUSTRIAL (1)			PARQUE OESTE INDUSTRIAL (1)
74375300	SEGURO	OESTE INDUSTRIAL	PARQUE OESTE INDUSTRIAL	1	1	0	0	100.0	PARQUE OESTE INDUSTRIAL (1)			PARQUE OESTE INDUSTRIAL (1)
74375495	SEGURO	OESTE INDUSTRIAL	PARQUE OESTE INDUSTRIAL	2	2	0	0	100.0	PARQUE OESTE INDUSTRIAL (2)			PARQUE OESTE INDUSTRIAL (2)
74375629	SEGURO	RESIDENCIAL PARQUE OESTE	RESIDENCIAL PARQUE OESTE	2	2	0	0	100.0	RESIDENCIAL PARQUE OESTE (2)			RESIDENCIAL PARQUE OESTE (2)
74375740	SEGURO	OESTE INDUSTRIAL	PARQUE OESTE INDUSTRIAL	1	1	0	0	100.0	PARQUE OESTE INDUSTRIAL (1)			PARQUE OESTE INDUSTRIAL (1)
74390086	SEGURO	BOTANICO	JARDIM BOTÂNICO	1	1	0	0	100.0	JARDIM BOTÂNICO (1)			JARDIM BOTÂNICO (1)
74390090	SEGURO	BOT NICO	JARDIM BOT NICO	1	1	0	0	100.0	JARDIM BOT NICO (1)			JARDIM BOT NICO (1)
74390100	SEGURO	BOTANICO	JARDIM BOTÂNICO	1	1	0	0	100.0	JARDIM BOTÂNICO (1)			JARDIM BOTÂNICO (1)
74390150	SEGURO	BOTANICO	JARDIM BOTÂNICO	1	1	0	0	100.0	JARDIM BOTÂNICO (1)			JARDIM BOTÂNICO (1)
74390220	SEGURO	BOTANICO	JARDIM BOTANICO	2	2	0	0	50.0	JARDIM BOTANICO (1) | JARDIM BOTÂNICO (1)			JARDIM BOTANICO (1) | JARDIM BOTÂNICO (1)
74390225	SEGURO	BOTANICO	JARDIM BOTÂNICO	1	1	0	0	100.0	JARDIM BOTÂNICO (1)			JARDIM BOTÂNICO (1)
74390235	SEGURO	CONDOMINIO RIO BRANCO	CONDOMINIO RIO BRANCO	1	1	0	0	100.0	CONDOMINIO RIO BRANCO (1)			CONDOMINIO RIO BRANCO (1)
74390260	SEGURO	CONDOMINIO RIO BRANCO	CONDOMÍNIO RIO BRANCO	1	1	0	0	100.0	CONDOMÍNIO RIO BRANCO (1)			CONDOMÍNIO RIO BRANCO (1)
74390350	SEGURO	CONDOMINIO RIO BRANCO	CONDOMÍNIO RIO BRANCO	1	1	0	0	100.0	CONDOMÍNIO RIO BRANCO (1)			CONDOMÍNIO RIO BRANCO (1)
74390372	SEGURO	RESIDENCIAL DELLA PENNA	RESIDENCIAL DELLA PENNA	1	1	0	0	100.0	RESIDENCIAL DELLA PENNA (1)			RESIDENCIAL DELLA PENNA (1)
74390375	SEGURO	RESIDENCIAL DELLA PENNA	RESIDENCIAL DELLA PENNA	2	2	0	0	100.0	RESIDENCIAL DELLA PENNA (2)			RESIDENCIAL DELLA PENNA (2)
74390378	SEGURO	RESIDENCIAL DELLA PENNA	RESIDENCIAL DELLA PENNA	1	1	0	0	100.0	RESIDENCIAL DELLA PENNA (1)			RESIDENCIAL DELLA PENNA (1)
74390390	SEGURO	BOTANICO	JARDIM BOTANICO	1	1	0	0	100.0	JARDIM BOTANICO (1)			JARDIM BOTANICO (1)
74390430	SEGURO	BOT NICO	JARDIM BOT NICO	1	1	0	0	100.0	JARDIM BOT NICO (1)			JARDIM BOT NICO (1)
74390460	SEGURO	BOTANICO	JARDIM BOTÂNICO	1	1	0	0	100.0	JARDIM BOTÂNICO (1)			JARDIM BOTÂNICO (1)
74390490	SEGURO	BOTANICO	JARDIM BOTÂNICO	1	1	0	0	100.0	JARDIM BOTÂNICO (1)			JARDIM BOTÂNICO (1)
74390610	SEGURO	RIZZO	VILA RIZZO	1	1	0	0	100.0	VILA RIZZO (1)			VILA RIZZO (1)
74390669	SEGURO	RIZZO	Vila Rizzo	1	1	0	0	100.0	Vila Rizzo (1)			Vila Rizzo (1)
74391020	SEGURO	MARQUES DE ABREU	JARDIM MARQUES DE ABREU	3	3	0	0	100.0	JARDIM MARQUES DE ABREU (3)			JARDIM MARQUES DE ABREU (3)
74391030	SEGURO	MARQUES DE ABREU	JARDIM MARQUES DE ABREU	1	1	0	0	100.0	JARDIM MARQUES DE ABREU (1)			JARDIM MARQUES DE ABREU (1)
74391110	SEGURO	MARQUES DE ABREU	JARDIM MARQUES DE ABREU	1	1	0	0	100.0	JARDIM MARQUES DE ABREU (1)			JARDIM MARQUES DE ABREU (1)
74391150	SEGURO	MARQUES DE ABREU	JARDIM MARQUES DE ABREU	1	1	0	0	100.0	JARDIM MARQUES DE ABREU (1)			JARDIM MARQUES DE ABREU (1)
74391190	SEGURO	MARQUES DE ABREU	JARDIM MARQUES DE ABREU	1	1	0	0	100.0	JARDIM MARQUES DE ABREU (1)			JARDIM MARQUES DE ABREU (1)
74391250	SEGURO	ARITANA	JARDIM ARITANA	1	1	0	0	100.0	JARDIM ARITANA (1)			JARDIM ARITANA (1)
74391520	SEGURO	LORENA PARK	LORENA PARK	1	1	0	0	100.0	LORENA PARK (1)			LORENA PARK (1)
74392070	SEGURO	ELI FORTE	JARDIM ELI FORTE	2	2	0	0	100.0	JARDIM ELI FORTE (2)			JARDIM ELI FORTE (2)
74392115	SEGURO	CHACARAS ANHANGUERA	Chácaras Anhanguera	1	1	0	0	100.0	Chácaras Anhanguera (1)			Chácaras Anhanguera (1)
74393140	SEGURO	RECREIO DOS FUNCIONARIOS PUBLICOS	RECREIO DOS FUNCIONARIOS PUBLICOS	1	1	0	0	100.0	RECREIO DOS FUNCIONARIOS PUBLICOS (1)			RECREIO DOS FUNCIONARIOS PUBLICOS (1)
74393360	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393375	SEGURO	RESIDENCIAL SOLAR BOUGAINVILLE	RESIDENCIAL SOLAR BOUGAINVILLE	1	1	0	0	100.0	RESIDENCIAL SOLAR BOUGAINVILLE (1)			RESIDENCIAL SOLAR BOUGAINVILLE (1)
74393392	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393400	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393415	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393460	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393530	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393550	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393560	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393570	SEGURO	SANTA RITA	PARQUE SANTA RITA	1	1	0	0	100.0	PARQUE SANTA RITA (1)			PARQUE SANTA RITA (1)
74393600	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	1	1	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)
74393660	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	1	1	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)
74393670	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	2	2	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (2)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (2)
74393680	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	2	2	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (2)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (2)
74393700	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	2	2	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (2)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (2)
74393740	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	1	1	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)
74393800	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	1	1	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)
74393810	SEGURO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	1	1	0	0	100.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)			LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)
74393820	BLOQUEADO	LOTEAMENTO ALPHAVILLE RESIDENCIAL	LOTEAMENTO ALPHAVILLE RESIDENCIAL	2	1	0	1	50.0	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1)		RESIDENCIAL ALPHAVILLE (1) [66.67%]	LOTEAMENTO ALPHAVILLE RESIDENCIAL (1) | RESIDENCIAL ALPHAVILLE (1)
74394029	SEGURO	ALPHAVILLE	JARDIM ALPHAVILLE	1	1	0	0	100.0	JARDIM ALPHAVILLE (1)			JARDIM ALPHAVILLE (1)
74394155	SEGURO	ALPHAVILLE	JARDIM ALPHAVILLE	1	1	0	0	100.0	JARDIM ALPHAVILLE (1)			JARDIM ALPHAVILLE (1)
74394200	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA I (1)			RESIDENCIAL BUENA VISTA I (1)
74394205	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	6	6	0	0	100.0	RESIDENCIAL BUENA VISTA I (6)			RESIDENCIAL BUENA VISTA I (6)
74394210	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA I (2)			RESIDENCIAL BUENA VISTA I (2)
74394215	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA I (1)			RESIDENCIAL BUENA VISTA I (1)
74394220	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA I (1)			RESIDENCIAL BUENA VISTA I (1)
74394225	REVISAR	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	5	4	1	0	80.0	RESIDENCIAL BUENA VISTA I (4)	RESIDENCIALBUENA VISTA I (1) [96.0%]		RESIDENCIAL BUENA VISTA I (4) | RESIDENCIALBUENA VISTA I (1)
74394230	BLOQUEADO	RESI8DENCIAL BUENA VISTA I	RESI8DENCIAL BUENA VISTA I	2	1	1	0	50.0	RESI8DENCIAL BUENA VISTA I (1)	Residencial Buena Vista I (1) [96.15%]		RESI8DENCIAL BUENA VISTA I (1) | Residencial Buena Vista I (1)
74394235	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	4	4	0	0	100.0	RESIDENCIAL BUENA VISTA I (4)			RESIDENCIAL BUENA VISTA I (4)
74394240	BLOQUEADO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	2	1	1	0	50.0	RESIDENCIAL BUENA VISTA I (1)	RESIENCIAL BUENA VISTA I (1) [96.0%]		RESIDENCIAL BUENA VISTA I (1) | RESIENCIAL BUENA VISTA I (1)
74394245	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	2	2	0	0	50.0	RESIDENCIAL BUENA VISTA I (1) | Residencial Buena Vista I (1)			RESIDENCIAL BUENA VISTA I (1) | Residencial Buena Vista I (1)
74394250	SEGURO	RESIDENCIAL BUENA VISTA I	Residencial Buena Vista I	1	1	0	0	100.0	Residencial Buena Vista I (1)			Residencial Buena Vista I (1)
74394260	SEGURO	RESIDENCIAL BUENA VISTA I	RESIDENCIAL BUENA VISTA I	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA I (1)			RESIDENCIAL BUENA VISTA I (1)
74394335	SEGURO	RESIDENCIAL BUENA VISTA II	RESIDENCIAL BUENA VISTA II	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA II (1)			RESIDENCIAL BUENA VISTA II (1)
74394345	SEGURO	RESIDENCIAL BUENA VISTA II	RESIDENCIAL BUENA VISTA II	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA II (1)			RESIDENCIAL BUENA VISTA II (1)
74394355	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA III (1)			RESIDENCIAL BUENA VISTA III (1)
74394395	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA III (1)			RESIDENCIAL BUENA VISTA III (1)
74394400	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA III (1)			RESIDENCIAL BUENA VISTA III (1)
74394405	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA III (2)			RESIDENCIAL BUENA VISTA III (2)
74394410	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	3	3	0	0	100.0	RESIDENCIAL BUENA VISTA III (3)			RESIDENCIAL BUENA VISTA III (3)
74394415	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA III (2)			RESIDENCIAL BUENA VISTA III (2)
74394420	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	3	3	0	0	100.0	RESIDENCIAL BUENA VISTA III (3)			RESIDENCIAL BUENA VISTA III (3)
74394430	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	4	4	0	0	100.0	RESIDENCIAL BUENA VISTA III (4)			RESIDENCIAL BUENA VISTA III (4)
74394435	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA III (2)			RESIDENCIAL BUENA VISTA III (2)
74394470	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA III (1)			RESIDENCIAL BUENA VISTA III (1)
74394475	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA III (1)			RESIDENCIAL BUENA VISTA III (1)
74394480	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA III (1)			RESIDENCIAL BUENA VISTA III (1)
74394500	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394520	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA IV (2)			RESIDENCIAL BUENA VISTA IV (2)
74394525	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA IV (2)			RESIDENCIAL BUENA VISTA IV (2)
74394535	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394555	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394600	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394605	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394615	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394620	BLOQUEADO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	3	2	0	1	66.67	RESIDENCIAL BUENA VISTA IV (2)		BUENA VISTA IV (1) [75.0%]	RESIDENCIAL BUENA VISTA IV (2) | BUENA VISTA IV (1)
74394630	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394635	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	2	2	0	0	100.0	RESIDENCIAL BUENA VISTA IV (2)			RESIDENCIAL BUENA VISTA IV (2)
74394640	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394655	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	0	100.0	RESIDENCIAL BUENA VISTA IV (1)			RESIDENCIAL BUENA VISTA IV (1)
74394660	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	3	3	0	0	100.0	RESIDENCIAL BUENA VISTA IV (3)			RESIDENCIAL BUENA VISTA IV (3)
74394705	SEGURO	GARDENIA	JARDIM GARDÊNIA	1	1	0	0	100.0	JARDIM GARDÊNIA (1)			JARDIM GARDÊNIA (1)
74395003	SEGURO	VILLAGE SANTA RITA	VILLAGE SANTA RITA	1	1	0	0	100.0	VILLAGE SANTA RITA (1)			VILLAGE SANTA RITA (1)
74395006	SEGURO	VILLAGE SANTA RITA	VILLAGE SANTA RITA	1	1	0	0	100.0	VILLAGE SANTA RITA (1)			VILLAGE SANTA RITA (1)
74395030	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	0	100.0	SETOR SOLAR SANTA RITA (1)			SETOR SOLAR SANTA RITA (1)
74395032	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	2	2	0	0	100.0	SETOR SOLAR SANTA RITA (2)			SETOR SOLAR SANTA RITA (2)
74395038	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	0	100.0	SETOR SOLAR SANTA RITA (1)			SETOR SOLAR SANTA RITA (1)
74395040	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	0	100.0	SETOR SOLAR SANTA RITA (1)			SETOR SOLAR SANTA RITA (1)
74395046	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	0	100.0	SETOR SOLAR SANTA RITA (1)			SETOR SOLAR SANTA RITA (1)
74395050	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	4	4	0	0	100.0	SETOR SOLAR SANTA RITA (4)			SETOR SOLAR SANTA RITA (4)
74395056	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	0	100.0	SETOR SOLAR SANTA RITA (1)			SETOR SOLAR SANTA RITA (1)
74395105	SEGURO	RESIDENCIAL VILLAGE SANTA RITA I	RESIDENCIAL VILLAGE SANTA RITA I	1	1	0	0	100.0	RESIDENCIAL VILLAGE SANTA RITA I (1)			RESIDENCIAL VILLAGE SANTA RITA I (1)
74395210	SEGURO	RESIDENCIAL VILLAGE SANTA RITA III	RESIDENCIAL VILLAGE SANTA RITA III	1	1	0	0	100.0	RESIDENCIAL VILLAGE SANTA RITA III (1)			RESIDENCIAL VILLAGE SANTA RITA III (1)
74395250	SEGURO	RESIDENCIAL KATIA	RESIDENCIAL KÁTIA	1	1	0	0	100.0	RESIDENCIAL KÁTIA (1)			RESIDENCIAL KÁTIA (1)
74395510	SEGURO	RESIDENCIAL SANTA FE I	RESIDENCIAL SANTA FE I	1	1	0	0	100.0	RESIDENCIAL SANTA FE I (1)			RESIDENCIAL SANTA FE I (1)
74395780	SEGURO	EMANUELY	JARDIM EMANUELY	2	2	0	0	100.0	JARDIM EMANUELY (2)			JARDIM EMANUELY (2)
74400000	BLOQUEADO	NOVO MUNDO	JARDIM NOVO MUNDO	63	13	0	50	20.63	JARDIM NOVO MUNDO (13)		JARDIM COLORADO (10) [40.0%] | JARDIM NOVA ESPERANÇA (6) [35.71%] | JARDIM DAS HORTENCIAS (3) [14.29%] | JARDIM CURITIBA 4 (2) [0.0%] | JARDIM CURITIBA IV (2) [0.0%] | NOVO PLANALTO (2) [53.85%] | VILA CRISTINA CONTINUAÇAO (2) [20.0%] | VILA JOAO VAZ (2) [30.0%] | BAIRRO DA VITORIA (1) [0.0%] | CONJUNTO RESIDENCIAL ARUANA III (1) [16.13%] | ESTRELA DALVA (1) [7.69%] | JARDIM GRAMADO (1) [30.0%] | JARDIM LIBERDADE (1) [10.0%] | JARDIM NOVO PETROPOLIS (1) [40.0%] | JARDIM PETROPOLIS (1) [0.0%] | JARDIM VISTA BELA (1) [0.0%] | MANSOES PARAISO (1) [26.67%] | MORADA DO SOL (1) [23.08%] | PARQUE INDUSTRIAL PAULISTA (1) [15.79%] | Residencial Fortaleza (1) [9.52%] | SETOR CANDIDA DE MORAIS (1) [17.65%] | SETOR CAPUAVA (1) [10.0%] | SETOR MANSOES PARAISO (1) [26.67%] | SETOR NOROESTE (1) [30.0%] | SETOR SANTOS DUMONT (1) [23.08%] | VILA MARTINS (1) [10.0%] | VILA MUTIRAO (1) [10.0%] | VILA REGINA (1) [10.0%] | VILA ROMANA (1) [30.0%]	JARDIM NOVO MUNDO (13) | JARDIM COLORADO (10) | JARDIM NOVA ESPERANÇA (6) | JARDIM DAS HORTENCIAS (3) | JARDIM CURITIBA 4 (2) | JARDIM CURITIBA IV (2) | NOVO PLANALTO (2) | VILA CRISTINA CONTINUAÇAO (2) | VILA JOAO VAZ (2) | BAIRRO DA VITORIA (1) | CONJUNTO RESIDENCIAL ARUANA III (1) | ESTRELA DALVA (1) | JARDIM GRAMADO (1) | JARDIM LIBERDADE (1) | JARDIM NOVO PETROPOLIS (1) | JARDIM PETROPOLIS (1) | JARDIM VISTA BELA (1) | MANSOES PARAISO (1) | MORADA DO SOL (1) | PARQUE INDUSTRIAL PAULISTA (1) | Residencial Fortaleza (1) | SETOR CANDIDA DE MORAIS (1) | SETOR CAPUAVA (1) | SETOR MANSOES PARAISO (1) | SETOR NOROESTE (1) | SETOR SANTOS DUMONT (1) | VILA MARTINS (1) | VILA MUTIRAO (1) | VILA REGINA (1) | VILA ROMANA (1)
74408098	SEGURO	DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	1	1	0	0	100.0	JARDIM DAS HORTÊNCIAS (1)			JARDIM DAS HORTÊNCIAS (1)
74410010	SEGURO	NOVO MUNDO	NOVO MUNDO	1	1	0	0	100.0	NOVO MUNDO (1)			NOVO MUNDO (1)
74410090	SEGURO	NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	0	100.0	JARDIM NOVO MUNDO (1)			JARDIM NOVO MUNDO (1)
74410400	SEGURO	NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	0	100.0	JARDIM NOVO MUNDO (1)			JARDIM NOVO MUNDO (1)
74413630	SEGURO	FINSOCIAL	VILA FINSOCIAL	1	1	0	0	100.0	VILA FINSOCIAL (1)			VILA FINSOCIAL (1)
74420010	SEGURO	SANTA RITA	VILA SANTA RITA	3	3	0	0	100.0	VILA SANTA RITA (3)			VILA SANTA RITA (3)
74420455	SEGURO	SOLANGE PARK 1	SOLANGE PARK 1	1	1	0	0	100.0	SOLANGE PARK 1 (1)			SOLANGE PARK 1 (1)
74423160	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	0	100.0	SANTOS DUMONT (1)			SANTOS DUMONT (1)
74423543	SEGURO	CIDADE JARDIM	CIDADE JARDIM	1	1	0	0	100.0	CIDADE JARDIM (1)			CIDADE JARDIM (1)
74425115	SEGURO	MORADA DO SOL	MORADA DO SOL	1	1	0	0	100.0	MORADA DO SOL (1)			MORADA DO SOL (1)
74425430	SEGURO	NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	0	100.0	JARDIM NOVO MUNDO (1)			JARDIM NOVO MUNDO (1)
74430380	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	0	100.0	NOVO PLANALTO (1)			NOVO PLANALTO (1)
74433050	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	1	1	0	0	100.0	ESPLANADA DO ANICUNS (1)			ESPLANADA DO ANICUNS (1)
74433060	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	2	2	0	0	100.0	ESPLANADA DO ANICUNS (2)			ESPLANADA DO ANICUNS (2)
74433090	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	2	2	0	0	100.0	ESPLANADA DO ANICUNS (2)			ESPLANADA DO ANICUNS (2)
74433130	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	1	1	0	0	100.0	ESPLANADA DO ANICUNS (1)			ESPLANADA DO ANICUNS (1)
74433150	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	7	7	0	0	85.71	ESPLANADA DO ANICUNS (6) | Esplanada do Anicuns (1)			ESPLANADA DO ANICUNS (6) | Esplanada do Anicuns (1)
74433180	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	4	4	0	0	75.0	ESPLANADA DO ANICUNS (3) | Esplanada do Anicuns (1)			ESPLANADA DO ANICUNS (3) | Esplanada do Anicuns (1)
