CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	SITUACAO	VARIACOES_OU_FAMILIAS
74480160	VILA MUTIRAO I	22	REVISAR	VILA MUTIRAO I (12) | VILA MUTIRAO (10)
74480170	VILA MUTIRAO	20	REVISAR	VILA MUTIRAO (13) | VILA MUTIRAO I (7)
74480180	VILA MUTIRAO	26	REVISAR	VILA MUTIRAO (16) | VILA MUTIRAO I (9) | VILA MULTIRAO I (1)
74480190	VILA MUTIRAO	5	REVISAR	VILA MUTIRAO (3) | VILA MULTIRAO (1) | VILA MUTIRAO I (1)
74480230	VILA MUTIRAO	16	REVISAR	VILA MUTIRAO (10) | VILA MUTIRAO I (6)
74480240	VILA MUTIRAO I	27	REVISAR	VILA MUTIRAO I (14) | VILA MUTIRAO (11) | CANDIDA DE MORAIS (1) | NOVO PLANALTO (1)
74480250	VILA MUTIRAO	27	REVISAR	VILA MUTIRAO (15) | VILA MUTIRAO I (10) | VILA MULTIRAO (1) | JARDIM LIBERDADE (1)
74480260	VILA MUTIRAO	29	REVISAR	VILA MUTIRAO (16) | VILA MUTIRAO I (12) | RESIDENCIAL GREEN PARK (1)
74480270	VILA MUTIRAO	20	REVISAR	VILA MUTIRAO (10) | VILA MUTIRAO I (9) | JARDIM LIBERDADE (1)
74480280	VILA MUTIRAO I	20	REVISAR	VILA MUTIRAO I (10) | VILA MUTIRAO (9) | NOVO PLANALTO (1)
74480282	VILA MUTIRAO	8	REVISAR	VILA MUTIRAO (6) | VILA MUTIRAO I (2)
74480290	VILA MUTIRAO	5	REVISAR	VILA MUTIRAO (3) | PERIM (1) | VILA MUTIRAO I (1)
74480300	VILA MUTIRAO I	15	REVISAR	VILA MUTIRAO I (9) | VILA MUTIRAO (4) | VILA MULTIRAO (1) | VILA MUTIRAO 1 (1)
74480310	VILA MUTIRAO I	7	REVISAR	VILA MUTIRAO I (4) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1) | VILA MUTIRAO (1)
74480320	JARDIM LIBERDADE	9	REVISAR	JARDIM LIBERDADE (4) | VILA MUTIRAO (4) | VILA MUTIRAO I (1)
74480330	NOVO PLANALTO	45	REVISAR	NOVO PLANALTO (44) | JARDIM COLORADO (1)
74480335	NOVO PLANALTO	24	VARIACAO	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (11)
74480340	NOVO PLANALTO	41	REVISAR	NOVO PLANALTO (40) | JARDIM COLORADO (1)
74480350	NOVO PLANALTO	52	REVISAR	NOVO PLANALTO (50) | JARDIM COLORADO (1) | CANDIDA DE MORAES (1)
74480355	NOVO PLANALTO	47	REVISAR	NOVO PLANALTO (46) | JARDIM VISTA BELA (1)
74480358	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74480360	NOVO PLANALTO	23	VARIACAO	NOVO PLANALTO (12) | SETOR NOVO PLANALTO (11)
74480365	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74480370	NOVO PLANALTO	11	VARIACAO	NOVO PLANALTO (6) | SETOR NOVO PLANALTO (5)
74480380	NOVO PLANALTO	17	VARIACAO	NOVO PLANALTO (10) | SETOR NOVO PLANALTO (7)
74480382	NOVO PLANALTO	19	REVISAR	NOVO PLANALTO (17) | VILA MARTINS (1) | RESIDENCIAL PRIVE NORTE (1)
74480385	NOVO PLANALTO	9	VARIACAO	NOVO PLANALTO (8) | SETOR NOVO PLANALTO (1)
74480387	NOVO PLANALTO	3	REVISAR	NOVO PLANALTO (2) | PERIM (1)
74480390	NOVO PLANALTO	29	REVISAR	NOVO PLANALTO (28) | JARDIM COLORADO (1)
74480395	NOVO PLANALTO	34	VARIACAO	NOVO PLANALTO (25) | SETOR NOVO PLANALTO (9)
74480400	NOVO PLANALTO	36	VARIACAO	NOVO PLANALTO (22) | SETOR NOVO PLANALTO (14)
74480420	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
74480430	JARDIM CURITIBA IV	23	REVISAR	JARDIM CURITIBA IV (18) | JARDIM CURITIBA (4) | JARDIM LIBERDADE (1)
74480440	JARDIM CURITIBA IV	17	REVISAR	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (3)
74480450	JARDIM CURITIBA IV	40	REVISAR	JARDIM CURITIBA IV (30) | JARDIM CURITIBA (10)
74480460	JARDIM CURITIBA IV	15	REVISAR	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5) | PARQUE MARACANA (1)
74480470	JARDIM CURITIBA	7	REVISAR	JARDIM CURITIBA (4) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)
74480480	JARDIM CURITIBA IV	3	REVISAR	JARDIM CURITIBA IV (2) | JARDIM CURITIBA (1)
74480485	JARDIM CURITIBA	6	REVISAR	JARDIM CURITIBA (3) | JARDIM CURITIBA LV (1) | JARDIM VISTA BELA (1) | JARDIM CURITIBA IV (1)
74480490	JARDIM CURITIBA IV	5	VARIACAO	JARDIM CURITIBA IV (4) | JARDIM CURITIBA 4 (1)
74480500	JARDIM CURITIBA IV	5	REVISAR	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (1)
74480510	JARDIM CURITIBA	2	REVISAR	JARDIM CURITIBA (1) | JARDIM CURITIBA IV (1)
74480520	JARDIM CURITIBA IV	11	REVISAR	JARDIM CURITIBA IV (10) | JARDIM CURITIBA (1)
74480530	JARDIM CURITIBA IV	17	REVISAR	JARDIM CURITIBA IV (15) | JARDIM CURITIBA (2)
74480540	JARDIM CURITIBA IV	6	REVISAR	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)
74480550	JARDIM CURITIBA IV	6	REVISAR	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)
74480558	JARDIM CURITIBA IV	1	AUTO	JARDIM CURITIBA IV (1)
74480560	JARDIM CURITIBA IV	14	REVISAR	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5)
74480570	JARDIM CURITIBA IV	10	REVISAR	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (2)
74480579	JARDIM CURITIBA IV	1	AUTO	JARDIM CURITIBA IV (1)
74480580	JARDIM CURITIBA IV	1	AUTO	JARDIM CURITIBA IV (1)
74480590	JARDIM CURITIBA IV	6	REVISAR	JARDIM CURITIBA IV (4) | RESIDENCIAL FORTALEZA (1) | JARDIM CURITIBA (1)
74480600	JARDIM CURITIBA IV	2	REVISAR	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)
74480610	JARDIM CURITIBA IV	5	REVISAR	JARDIM CURITIBA IV (2) | JARDIM CURITIBA (2) | PARQUE TREMENDAO (1)
74480620	JARDIM CURITIBA IV	8	REVISAR	JARDIM CURITIBA IV (6) | JARDIM CURITIBA (2)
74480630	JARDIM CURITIBA IV	4	AUTO	JARDIM CURITIBA IV (4)
74480640	JARDIM CURITIBA IV	5	REVISAR	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (2)
74480650	JARDIM CURITIBA IV	30	REVISAR	JARDIM CURITIBA IV (19) | JARDIM CURITIBA (8) | VILA MUTIRAO (1) | SAO CARLOS (1) | JARDIM LIBERDADE (1)
74480660	JARDIM CURITIBA IV	11	REVISAR	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (3)
74480700	JARDIM CURITIBA	1	AUTO	JARDIM CURITIBA (1)
74480710	MANSOES PARAISO	2	REVISAR	MANSOES PARAISO (1) | JARDIM CURITIBA (1)
74480711	JARDIM CURITIBA 2	1	AUTO	Jardim Curitiba 2 (1)
74480720	MANSOES PARAISO	2	REVISAR	MANSOES PARAISO (1) | JARDIM CURITIBA II (1)
74480800	JARDIM CURITIBA IV	11	REVISAR	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (2) | VILA MUTIRAO (1) | JARDIM CURITIBA II (1) | JARDIM CURITIBA 2 (1) | JARDIM CURITIBA 3 (1)
74480860	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74480970	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
74481030	JARDIM CURITIBA IV	2	REVISAR	JARDIM CURITIBA IV (1) | JARDIM CURITIBA 2 (1)
74481070	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481090	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481100	JARDIM CURITIBA	1	AUTO	JARDIM CURITIBA (1)
74481110	JARDIM CURITIBA	3	AUTO	Jardim Curitiba (3)
74481130	JARDIM CURITIBA	2	AUTO	JARDIM CURITIBA (2)
74481140	JARDIM CURITIBA	2	AUTO	JARDIM CURITIBA (2)
74481150	JARDIM CURITIBA	1	AUTO	JARDIM CURITIBA (1)
74481160	JARDIM CURITIBA I	1	AUTO	JARDIM CURITIBA I (1)
74481190	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481195	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481200	JARDIM CURITIBA	2	AUTO	JARDIM CURITIBA (2)
74481220	JARDIM CURITIBA	2	REVISAR	JARDIM CURITIBA (1) | JARDIM CURITIBA 2 (1)
74481250	JARDIM CURITIBA	2	AUTO	JARDIM CURITIBA (2)
74481290	JARDIM CURITIBA	1	AUTO	JARDIM CURITIBA (1)
74481375	JARDIM CURITIBA	1	AUTO	JARDIM CURITIBA (1)
74481450	JARDIM CURITIBA III	1	AUTO	JARDIM CURITIBA III (1)
74481460	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481470	JARDIM CURITIBA III	1	AUTO	JARDIM CURITIBA III (1)
74481530	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481550	JARDIM CURITIBA	1	AUTO	Jardim Curitiba (1)
74481560	JARDIM CURITIBA	2	AUTO	JARDIM CURITIBA (2)
74481580	JARDIM CURITIBA	4	REVISAR	JARDIM CURITIBA (3) | JARDIM CURITIBA 2 (1)
74481610	RESIDENCIAL GREEN PARK	6	AUTO	RESIDENCIAL GREEN PARK (6)
74481615	RESIDENCIAL GREEN PARK	5	REVISAR	RESIDENCIAL GREEN PARK (4) | VILA MUTIRAO (1)
74481620	RESIDENCIAL GREEN PARK	7	REVISAR	RESIDENCIAL GREEN PARK (5) | VILA MUTIRAO (1) | GREEN PARK (1)
74481625	RESIDENCIAL GREEN PARK	3	AUTO	RESIDENCIAL GREEN PARK (3)
74481630	RESIDENCIAL GREEN PARK	7	AUTO	RESIDENCIAL GREEN PARK (7)
74481635	RESIDENCIAL GREEN PARK	8	AUTO	RESIDENCIAL GREEN PARK (8)
74481640	RESIDENCIAL GREEN PARK	12	REVISAR	RESIDENCIAL GREEN PARK (10) | VILA MUTIRAO (1) | RES GREEN PARK (1)
74481655	RESIDENCIAL GREEN PARK	5	AUTO	RESIDENCIAL GREEN PARK (5)
74481657	RESIDENCIAL GREEN PARK	3	AUTO	RESIDENCIAL GREEN PARK (3)
74481700	MANSOES PARAISO	32	REVISAR	MANSOES PARAISO (20) | RESIDENCIAL MANSOES PARAISO (12)
74481705	MANSOES PARAISO	48	REVISAR	MANSOES PARAISO (34) | RESIDENCIAL MANSOES PARAISO (13) | MANCOES PARAISO (1)
74481710	MANSOES PARAISO	45	REVISAR	MANSOES PARAISO (28) | RESIDENCIAL MANSOES PARAISO (17)
74481715	MANSOES PARAISO	50	REVISAR	MANSOES PARAISO (27) | RESIDENCIAL MANSOES PARAISO (21) | JARDIM CURITIBA IV (1) | RESIDENCIAL MANSOES DO PARAISO (1)
74481720	MANSOES PARAISO	13	REVISAR	MANSOES PARAISO (8) | RESIDENCIAL MANSOES PARAISO (3) | NOVO PLANALTO (2)
74481725	MANSOES PARAISO	13	REVISAR	MANSOES PARAISO (8) | RESIDENCIAL MANSOES PARAISO (5)
74481730	MANSOES PARAISO	14	REVISAR	MANSOES PARAISO (10) | RESIDENCIAL MANSOES PARAISO (4)
74481735	MANSOES PARAISO	1	AUTO	MANSÕES PARAISO (1)
74481740	MANSOES PARAISO	5	AUTO	MANSÕES PARAÍSO (5)
74481755	MANSOES PARAISO	4	REVISAR	MANSOES PARAISO (3) | RESIDENCIAL MANSOES PARAISO (1)
74481760	MANSOES PARAISO	4	AUTO	MANSÕES PARAISO (4)
74481770	MANSOES PARAISO	1	AUTO	MANSÕES PARAISO (1)
74482070	PARQUE MARACANA	1	AUTO	PARQUE MARACANÃ (1)
74482130	PARQUE MARACANA	3	AUTO	PARQUE MARACANÃ (3)
74482350	SITIOS DE RECREIO DOS BANDEIRANTES	1	AUTO	SÍTIOS DE RECREIO DOS BANDEIRANTES (1)
74483009	CAROLINA PARQUE	1	AUTO	CAROLINA PARQUE (1)
74483010	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483013	CAROLINA PARQUE	1	AUTO	CAROLINA PARQUE (1)
74483018	CAROLINA PARQUE	1	AUTO	Carolina Parque (1)
74483030	PARQUE INDUSTRIAL JOAO BRAZ	4	REVISAR	PARQUE INDUSTRIAL JOAO BRAZ (3) | PARQUE INDUSTRIAL JOAO BRAZ QD 70 LT 12 CASA 01 (1)
74483035	CAROLINA PARQUE EXTENSAO	1	AUTO	CAROLINA PARQUE EXTENSÃO (1)
74483040	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483056	CAROLINA PARQUE EXTENSAO	1	AUTO	CAROLINA PARQUE EXTENSÃO (1)
74483090	ESPLANADA DO ANICUNS	1	AUTO	ESPLANADA DO ANICUNS (1)
74483100	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483110	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483130	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483140	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483150	PARQUE INDUSTRIAL JOAO BRAZ	3	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483160	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483170	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483180	PARQUE INSDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INSDUSTRIAL JOAO BRAZ (1)
74483190	PARQUE INDUSTRIAL JOAO BRAZ	3	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483210	PARQUE INDUSTRIAL JOAO BRAZ	5	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (5)
74483230	PARQUE INDUSTRIAL JOAO BRAZ	3	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483260	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483280	PARQUE INDUSTRIAL JOAO BRAZ	3	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483290	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483310	PARQUE INDUSTRIAL JOAO BRAZ	4	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (4)
74483330	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483335	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74483380	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483440	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483450	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483470	PARQUE INDUSTRIAL JOAO BRAZ	2	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483500	PARQUE INDUSTRIAL JOAO BRAZ	3	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483510	PARQUE INDUSTRIAL JOAO BRAZ	1	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483560	PARQUE INDUSTRIAL JOAO BRAZ	4	AUTO	PARQUE INDUSTRIAL JOÃO BRAZ (4)
74483612	LOTEAMENTO TROPICAL VERDE	1	AUTO	LOTEAMENTO TROPICAL VERDE (1)
74483615	LOTEAMENTO TROPICAL VERDE	1	AUTO	LOTEAMENTO TROPICAL VERDE (1)
74483640	LORENA PARQUE	1	AUTO	LORENA PARQUE (1)
74483650	LUANA PARK	1	AUTO	LUANA PARK (1)
74483680	LORENA PARQUE	1	AUTO	LORENA PARQUE (1)
74483720	LORENA PARQUE	1	AUTO	LORENA PARQUE (1)
74483730	LORENA PARQUE	3	AUTO	LORENA PARQUE (3)
74483740	LORENA PARQUE	2	AUTO	LORENA PARQUE (2)
74483760	LORENA PARQUE	1	AUTO	LORENA PARQUE (1)
74483770	LORENA PARQUE	3	AUTO	LORENA PARQUE (3)
74483780	LORENA PARQUE	3	AUTO	LORENA PARQUE (3)
74483790	LORENA PARQUE	1	AUTO	LORENA PARQUE (1)
74483800	LORENA PARQUE	3	AUTO	LORENA PARQUE (3)
74483810	LORENA PARQUE	2	AUTO	LORENA PARQUE (2)
74483820	LORENA PARQUE	1	AUTO	LORENA PARQUE (1)
74483821	RESIDENCIAL LUANA PARK	2	AUTO	RESIDENCIAL LUANA PARK (2)
74483830	RESIDENCIAL LUANA PARK	2	AUTO	RESIDENCIAL LUANA PARK (2)
74483840	RESIDENCIAL LUANA PARK	2	AUTO	RESIDENCIAL LUANA PARK (2)
74483860	RESIDENCIAL LUANA PARK	1	AUTO	RESIDENCIAL LUANA PARK (1)
74484010	ARAGUAIA PARK	3	AUTO	ARAGUAIA PARK (3)
74484020	ARAGUAIA PARK	4	AUTO	ARAGUAIA PARK (4)
74484030	ARAGUAIA PARK	7	AUTO	ARAGUAIA PARK (7)
74484040	ARAGUAIA PARK	4	AUTO	ARAGUAIA PARK (4)
74484050	ARAGUAIA PARK	4	AUTO	ARAGUAIA PARK (4)
74484070	SOLANGE PARK I	6	AUTO	SOLANGE PARK I (6)
74484075	SOLANGE PARK I	1	AUTO	SOLANGE PARK I (1)
74484080	SOLANGE PARK I	9	REVISAR	SOLANGE PARK I (8) | SOLANGE PARK 3 (1)
74484085	SOLANGE PARK I	2	AUTO	SOLANGE PARK I (2)
74484090	SOLANGE PARK I	18	AUTO	SOLANGE PARK I (18)
74484100	SOLANGE PARK I	2	AUTO	SOLANGE PARK I (2)
74484115	SOLANGE PARK II	1	AUTO	SOLANGE PARK II (1)
74484120	SOLANGE PARK I	4	AUTO	SOLANGE PARK I (4)
74484130	SOLANGE PARK I	1	AUTO	SOLANGE PARK I (1)
74484140	SOLANGE PARK I	3	REVISAR	SOLANGE PARK I (2) | SOLANGE PARK 1 (1)
74484145	SOLANGE PARK I	2	AUTO	SOLANGE PARK I (2)
74484150	SOLANGE PARK I	4	REVISAR	SOLANGE PARK I (3) | SOLANGE PARK 1 (1)
74484153	SOLANGE PARK I	5	AUTO	SOLANGE PARK I (5)
74484157	SOLANGE PARK I	7	AUTO	SOLANGE PARK I (7)
74484160	SOLANGE PARK I	4	REVISAR	SOLANGE PARK I (3) | GREEN PARK (1)
74484190	SOLANGE PARK I	3	AUTO	SOLANGE PARK I (3)
74484195	SOLANGE PARK I	3	AUTO	SOLANGE PARK I (3)
74484199	SOLANGE PARK I	1	AUTO	SOLANGE PARK I (1)
74484200	PARQUE PARAISO	1	AUTO	PARQUE PARAISO (1)
74484205	PARQUE PARAISO	2	AUTO	PARQUE PARAÍSO (2)
74484210	SOLANGE PARK I	6	AUTO	SOLANGE PARK I (6)
74484220	PARQUE PARAISO	1	AUTO	PARQUE PARAÍSO (1)
74484240	PARQUE PARAISO	1	AUTO	PARQUE PARAÍSO (1)
74484243	PARQUE PARAISO	2	AUTO	PARQUE PARAÍSO (2)
74484245	PARQUE PARAISO	1	AUTO	PARQUE PARAÍSO (1)
74484250	PARQUE PARAISO	2	AUTO	PARQUE PARAÍSO (2)
74484270	SOLANGE PARK II	2	AUTO	SOLANGE PARK II (2)
74484275	SOLANGE PARK II	3	AUTO	SOLANGE PARK II (3)
74484290	SOLANGE PARK II	1	AUTO	SOLANGE PARK II (1)
74484300	SOLANGE PARK II	7	AUTO	SOLANGE PARK II (7)
74484302	SOLANGE PARK II	5	AUTO	SOLANGE PARK II (5)
74484304	SOLANGE PARK II	6	REVISAR	SOLANGE PARK II (5) | SOLANGE PARK I (1)
74484306	SOLANGE PARK II	7	AUTO	SOLANGE PARK II (7)
74484308	SOLANGE PARK II	1	AUTO	SOLANGE PARK II (1)
74484310	SOLANGE PARK II	5	AUTO	SOLANGE PARK II (5)
74484320	SOLANGE PARK II	4	AUTO	SOLANGE PARK II (4)
74484340	SOLANGE PARK II	8	AUTO	SOLANGE PARK II (8)
74484350	SOLANGE PARK III	3	AUTO	SOLANGE PARK III (3)
74484354	SOLANGE PARK I	1	AUTO	SOLANGE PARK I (1)
74484360	SOLANGE PARK III	3	REVISAR	SOLANGE PARK III (2) | SOLANGE PARK I (1)
74484362	SOLANGE PARK III	4	AUTO	SOLANGE PARK III (4)
74484364	SOLANGE PARK III	1	AUTO	SOLANGE PARK III (1)
74484367	SOLANGE PARK III	2	AUTO	SOLANGE PARK III (2)
74484370	SOLANGE PARK III	1	AUTO	SOLANGE PARK III (1)
74484380	SOLANGE PARK III	1	AUTO	SOLANGE PARK III (1)
74484400	RESIDENCIAL GOIANIA VIVA	6	REVISAR	RESIDENCIAL GOIANIA VIVA (4) | RESIDENCIAL GOI NIA VIVA (2)
74484404	RESIDENCIAL GOIANIA VIVA	2	AUTO	RESIDENCIAL GOIANIA VIVA (2)
74484408	RESIDENCIAL GOI NIA VIVA	1	AUTO	RESIDENCIAL GOI NIA VIVA (1)
74484409	RESIDENCIAL GOIANIA VIVA	6	REVISAR	RESIDENCIAL GOIANIA VIVA (3) | RESIDENCIAL GOI NIA VIVA (2) | RESIDENCIAL GOANIA VIVA (1)
74484410	RESIDENCIAL GOI NIA VIVA	14	REVISAR	RESIDENCIAL GOI NIA VIVA (8) | RESIDENCIAL GOIANIA VIVA (6)
74484413	RESIDENCIAL GOIANIA VIVA	4	REVISAR	RESIDENCIAL GOIANIA VIVA (2) | RESIDENCIAL GOIANIA VIAV (1) | RESIDENCIAL GOI NIA VIVA (1)
74484414	RESIDENCIAL GOI NIA VIVA	13	REVISAR	RESIDENCIAL GOI NIA VIVA (7) | RESIDENCIAL GOIANIA VIVA (5) | RESIDENCIAL GOINIA VIVA (1)
74484415	RESIDENCIAL GOI NIA VIVA	4	REVISAR	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (1)
74484416	RESIDENCIAL GOI NIA VIVA	4	REVISAR	RESIDENCIAL GOI NIA VIVA (2) | RESIDENCIAL GOIANIA VIVA (2)
74484418	RESIDENCIAL GOIANIA VIVA	9	REVISAR	RESIDENCIAL GOIANIA VIVA (6) | RESIDENCIAL GOI NIA VIVA (3)
74484419	RESIDENCIAL GOI NIA VIVA	1	AUTO	RESIDENCIAL GOI NIA VIVA (1)
74484420	RESIDENCIAL GOIANIA VIVA	4	REVISAR	RESIDENCIAL GOIANIA VIVA (3) | GOIANIA VIVA (1)
74484422	RESIDENCIAL GOI NIA VIVA	5	REVISAR	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (2)
74484423	RESIDENCIAL GOIANIA VIVA	8	REVISAR	RESIDENCIAL GOIANIA VIVA (5) | RESIDENCIAL GOI NIA VIVA (3)
74484427	RESIDENCIAL GOIANIA VIVA	9	REVISAR	RESIDENCIAL GOIANIA VIVA (5) | RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOINIA VIVA (1)
74484428	RESIDENCIAL GOIANIA VIVA	2	AUTO	RESIDENCIAL GOIÂNIA VIVA (2)
74484430	RESIDENCIAL GOI NIA VIVA	1	AUTO	RESIDENCIAL GOI NIA VIVA (1)
74484431	RESIDENCIAL GOI NIA VIVA	9	REVISAR	RESIDENCIAL GOI NIA VIVA (6) | RESIDENCIAL GOIANIA VIVA (3)
74484432	RESIDENCIAL GOI NIA VIVA	5	REVISAR	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (2)
74484433	RESIDENCIAL GOI NIA VIVA	6	REVISAR	RESIDENCIAL GOI NIA VIVA (5) | RESIDENCIAL GOIANIA VIVA (1)
74484434	RESIDENCIAL GOI NIA VIVA	1	AUTO	RESIDENCIAL GOI NIA VIVA (1)
74484435	RESIDENCIAL GOIANIA VIVA	2	REVISAR	RESIDENCIAL GOIANIA VIVA (1) | RESIDENCIAL GOI NIA VIVA (1)
74484436	RESIDENCIAL GOI NIA VIVA	4	AUTO	RESIDENCIAL GOI NIA VIVA (4)
74484442	RESIDENCIAL GOI NIA VIVA	1	AUTO	RESIDENCIAL GOI NIA VIVA (1)
74484444	RESIDENCIAL GOIANIA VIVA	8	REVISAR	RESIDENCIAL GOIANIA VIVA (4) | RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOINIA VIVA (1)
74484450	RESIDENCIAL GOI NIA VIVA	1	AUTO	RESIDENCIAL GOI NIA VIVA (1)
74484505	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74484602	JARDIM DAS OLIVEIRAS	1	AUTO	JARDIM DAS OLIVEIRAS (1)
74484606	CONDOMINIO JARDIM DAS OLIVEIRAS	1	AUTO	CONDOMÍNIO JARDIM DAS OLIVEIRAS (1)
74484607	CONDOMINIO JARDIM DAS OLIVEIRAS	1	AUTO	CONDOMINIO JARDIM DAS OLIVEIRAS (1)
74484617	CONDOMINIO JARDIM DAS OLIVEIRAS	1	AUTO	CONDOMÍNIO JARDIM DAS OLIVEIRAS (1)
74484626	CONDOMINIO ANHANGUERA	2	AUTO	CONDOMÍNIO ANHANGUERA (2)
74484636	CONDOMINIO ANHANGUERA	2	AUTO	CONDOMÍNIO ANHANGUERA (2)
74484703	JARDIM DAS ROSAS	1	AUTO	JARDIM DAS ROSAS (1)
74484704	JARDIM DAS ROSAS	2	AUTO	JARDIM DAS ROSAS (2)
74484705	JARDIM DAS ROSAS	3	AUTO	JARDIM DAS ROSAS (3)
74484706	JARDIM DAS ROSAS	1	AUTO	JARDIM DAS ROSAS (1)
74484715	MANSOES PARAISO	1	AUTO	MANSÕES PARAISO (1)
74484719	JARDIM DAS ROSAS	1	AUTO	JARDIM DAS ROSAS (1)
74484725	RESIDENCIAL GOYAZ PARK	1	AUTO	RESIDENCIAL GOYAZ PARK (1)
74484730	RESIDENCIAL GOYAZ PARK	1	AUTO	RESIDENCIAL GOYAZ PARK (1)
74484740	RESIDENCIAL GOYAZ PARK	1	AUTO	RESIDENCIAL GOYAZ PARK (1)
74484744	RESIDENCIAL GOYAZ PARK	1	AUTO	RESIDENCIAL GOYAZ PARK (1)
74485005	GOIA	2	AUTO	GOIÁ (2)
74485030	GOIA	3	AUTO	GOIÁ (3)
74485035	GOIA	1	AUTO	GOIÁ (1)
74485040	GOIA	2	VARIACAO	BAIRRO GOIÁ (1) | GOIÁ (1)
74485060	GOIA	1	AUTO	GOIÁ (1)
74485070	GOIA	1	AUTO	GOIÁ (1)
74485090	GOIA	4	AUTO	GOIÁ (4)
74485110	GOIA	1	AUTO	GOIÁ (1)
74485130	GOIA	5	AUTO	GOIÁ (5)
74485150	GOIA	9	AUTO	GOIÁ (9)
74485215	GOIA	2	AUTO	GOIÁ (2)
74485240	GOIA	1	AUTO	GOIÁ (1)
