cep	clientes	status	bairro_padrao_gravacao	familias	motivo
74394635	2	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV (2)	Todas as variantes pertencem à mesma família
74394640	1	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV (1)	Todas as variantes pertencem à mesma família
74394655	1	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV (1)	Todas as variantes pertencem à mesma família
74394660	3	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV (3)	Todas as variantes pertencem à mesma família
74394705	1	SEGURO	JARDIM GARDÊNIA	JARDIM GARDÊNIA (1)	Todas as variantes pertencem à mesma família
74395003	1	SEGURO	VILLAGE SANTA RITA	VILLAGE SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395006	1	SEGURO	VILLAGE SANTA RITA	VILLAGE SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395030	1	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395032	2	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (2)	Todas as variantes pertencem à mesma família
74395038	1	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395040	1	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395046	1	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395050	4	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (4)	Todas as variantes pertencem à mesma família
74395056	1	SEGURO	SETOR SOLAR SANTA RITA	SETOR SOLAR SANTA RITA (1)	Todas as variantes pertencem à mesma família
74395105	1	SEGURO	RESIDENCIAL VILLAGE SANTA RITA I	RESIDENCIAL VILLAGE SANTA RITA I (1)	Todas as variantes pertencem à mesma família
74395210	1	SEGURO	RESIDENCIAL VILLAGE SANTA RITA III	RESIDENCIAL VILLAGE SANTA RITA III (1)	Todas as variantes pertencem à mesma família
74395250	1	SEGURO	RESIDENCIAL KÁTIA	RESIDENCIAL KÁTIA (1)	Todas as variantes pertencem à mesma família
74395510	1	SEGURO	RESIDENCIAL SANTA FE I	RESIDENCIAL SANTA FE I (1)	Todas as variantes pertencem à mesma família
74395780	2	SEGURO	JARDIM EMANUELY	JARDIM EMANUELY (2)	Todas as variantes pertencem à mesma família
74400000	63	BLOQUEADO		JARDIM NOVO MUNDO (13) || JARDIM COLORADO (10) || JARDIM NOVA ESPERANÇA (6) || JARDIM DAS HORTENCIAS (3) || SETOR MANSOES PARAISO (1) | MANSOES PARAISO (1) || NOVO PLANALTO (2) || JARDIM CURITIBA IV (2) || VILA CRISTINA CONTINUAÇAO (2) || VILA JOAO VAZ (2) || JARDIM CURITIBA 4 (2) || JARDIM VISTA BELA (1) || MORADA DO SOL (1) || JARDIM LIBERDADE (1) || VILA MUTIRAO (1) || CONJUNTO RESIDENCIAL ARUANA III (1) || VILA REGINA (1) || SETOR NOROESTE (1) || JARDIM GRAMADO (1) || VILA ROMANA (1) || Residencial Fortaleza (1) || PARQUE INDUSTRIAL PAULISTA (1) || VILA MARTINS (1) || SETOR SANTOS DUMONT (1) || SETOR CAPUAVA (1) || JARDIM PETROPOLIS (1) || BAIRRO DA VITORIA (1) || JARDIM NOVO PETROPOLIS (1) || SETOR CANDIDA DE MORAIS (1) || ESTRELA DALVA (1)	CEP possui famílias de bairros estruturalmente distintas
74408098	1	SEGURO	JARDIM DAS HORTÊNCIAS	JARDIM DAS HORTÊNCIAS (1)	Todas as variantes pertencem à mesma família
74410010	1	SEGURO	NOVO MUNDO	NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74410090	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74410400	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74413630	1	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74420010	3	SEGURO	VILA SANTA RITA	VILA SANTA RITA (3)	Todas as variantes pertencem à mesma família
74420455	1	SEGURO	SOLANGE PARK 1	SOLANGE PARK 1 (1)	Todas as variantes pertencem à mesma família
74423160	1	SEGURO	SANTOS DUMONT	SANTOS DUMONT (1)	Todas as variantes pertencem à mesma família
74423543	1	SEGURO	CIDADE JARDIM	CIDADE JARDIM (1)	Todas as variantes pertencem à mesma família
74425115	1	SEGURO	MORADA DO SOL	MORADA DO SOL (1)	Todas as variantes pertencem à mesma família
74425430	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74430380	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74433050	1	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (1)	Todas as variantes pertencem à mesma família
74433060	2	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (2)	Todas as variantes pertencem à mesma família
74433090	2	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (2)	Todas as variantes pertencem à mesma família
74433130	1	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (1)	Todas as variantes pertencem à mesma família
74433150	7	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (6) | Esplanada do Anicuns (1)	Todas as variantes pertencem à mesma família
74433180	4	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (3) | Esplanada do Anicuns (1)	Todas as variantes pertencem à mesma família
74433190	1	SEGURO	Esplanada do Anicuns	Esplanada do Anicuns (1)	Todas as variantes pertencem à mesma família
74433220	2	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS (2)	Todas as variantes pertencem à mesma família
74433380	1	SEGURO	SETOR SANTOS DUMONT	SETOR SANTOS DUMONT (1)	Todas as variantes pertencem à mesma família
74435020	1	SEGURO	Aeroviário	Aeroviário (1)	Todas as variantes pertencem à mesma família
74435030	10	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (3) | Aeroviário (3) | SETOR AEROVIÁRIO (2) | AEROVIÁRIO (2)	Todas as variantes pertencem à mesma família
74435040	1	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1)	Todas as variantes pertencem à mesma família
74435050	2	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1) | AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435060	3	SEGURO	AEROVIÁRIO	AEROVIÁRIO (2) | SETOR AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435090	14	REVISAR	SETOR AEROVIARIO	SETOR AEROVIARIO (6) | AEROVIÁRIO (5) | Aeroviário (2) || AEOROVIARIO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74435100	1	SEGURO	Aeroviário	Aeroviário (1)	Todas as variantes pertencem à mesma família
74435110	15	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (7) | AEROVIÁRIO (4) | SETOR AEROVIÁRIO (2) | AEROVIARIO (1) | Aeroviário (1)	Todas as variantes pertencem à mesma família
74435115	9	REVISAR	SETOR AEROVIARIO	SETOR AEROVIARIO (3) | AEROVIÁRIO (3) | Aeroviário (2) || VILA  SÃO JOSÉ (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74435120	8	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (3) | Aeroviário (3) | AEROVIARIO (1) | AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435180	3	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (3)	Todas as variantes pertencem à mesma família
74435190	1	SEGURO	SETOR AEROVIÁRIO	SETOR AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435200	15	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (6) | Aeroviário (6) | AEROVIÁRIO (3)	Todas as variantes pertencem à mesma família
74435220	5	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (2) | Aeroviário (2) | SETOR AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435230	6	REVISAR	SETOR AEROVIARIO	SETOR AEROVIARIO (3) | AEROVIARIO (1) | AEROVIÁRIO (1) || AEOROVIÁRIO (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74435240	2	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1) | AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435250	3	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1) | SETOR AEROVIÁRIO (1) | AEROVIARIO (1)	Todas as variantes pertencem à mesma família
74435260	4	BLOQUEADO		AEROVIÁRIO (2) | SETOR AEROVIARIO (1) || AEOROVIARIO (1)	CEP possui famílias de bairros estruturalmente distintas
74435265	2	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1) | AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435270	1	SEGURO	AEROVIÁRIO	AEROVIÁRIO (1)	Todas as variantes pertencem à mesma família
74435280	7	REVISAR	SETOR AEROVIARIO	SETOR AEROVIARIO (3) | AEROVIÁRIO (2) | Aeroviário (1) || VILA SAO JOSE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74435290	8	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (4) | AEROVIÁRIO (3) | Aeroviário (1)	Todas as variantes pertencem à mesma família
74435299	1	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1)	Todas as variantes pertencem à mesma família
74435320	2	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (2)	Todas as variantes pertencem à mesma família
74435970	1	SEGURO	MANSÕES PARAÍSO	MANSÕES PARAÍSO (1)	Todas as variantes pertencem à mesma família
74440000	1	SEGURO	VILA JOAO VAZ	VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74440010	1	SEGURO	VILA SÃO JOSÉ	VILA SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440030	2	BLOQUEADO		VILA SÃO JOSE (1) || Setor São José (1)	CEP possui famílias de bairros estruturalmente distintas
74440050	2	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (2)	Todas as variantes pertencem à mesma família
74440060	16	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (7) | Setor São José (4) | SÃO JOSÉ (1) || VILA SÃO JOSE (2) | VILA SÃO JOSÉ (1) | Vila são José (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440070	1	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440080	3	BLOQUEADO		VILA SÃO JOSE (2) || SETOR SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440090	1	SEGURO	SETOR SÃO JOSE	SETOR SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74440120	3	BLOQUEADO		SETOR SÃO JOSÉ (2) || SETOR AEROVIARIO (1)	CEP possui famílias de bairros estruturalmente distintas
74440130	4	BLOQUEADO		SETOR SÃO JOSÉ (3) || Vila São José (1)	CEP possui famílias de bairros estruturalmente distintas
74440140	4	BLOQUEADO		SETOR SÃO JOSÉ (1) | SÃO JOSE (1) | Setor São José (1) || Vila são José (1)	CEP possui famílias de bairros estruturalmente distintas
74440145	7	BLOQUEADO		SETOR SÃO JOSÉ (4) || Vila São José (1) | VILA SÃO JOSE (1) | VILA SAO JOSE (1)	CEP possui famílias de bairros estruturalmente distintas
74440150	1	SEGURO	Vila São José	Vila São José (1)	Todas as variantes pertencem à mesma família
74440160	1	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440180	1	SEGURO	SETOR SÃO JOSE	SETOR SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74440185	1	SEGURO	Setor São José	Setor São José (1)	Todas as variantes pertencem à mesma família
74440220	2	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (2)	Todas as variantes pertencem à mesma família
74440240	7	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (4) | Setor São José (1) || VILA SÃO JOSÉ (2)	Há família dominante, porém sem segurança suficiente para alteração automática
74440245	5	BLOQUEADO		Vila São José (1) | VILA SÃO JOSÉ (1) | VILA SÃO JOSE (1) || SETOR SÃO JOSÉ (1) | Setor São José (1)	CEP possui famílias de bairros estruturalmente distintas
74440250	11	BLOQUEADO		SETOR SÃO JOSÉ (7) || Vila São José (3) | VILA SÃO JOSE (1)	CEP possui famílias de bairros estruturalmente distintas
74440280	2	SEGURO	SETOR SÃO JOSÉ	SAO JOSE (1) | SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440290	3	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (2) | SETOR SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74440300	9	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (5) | Setor São José (1) || VILA SÃO JOSÉ (2) | VILA SÃO JOSE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440310	7	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (5) | Setor São José (1) || VILA SAO JOSE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440320	1	SEGURO	VILA SÃO JOSÉ	VILA SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440330	5	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (3) | Setor São José (2)	Todas as variantes pertencem à mesma família
74440340	7	BLOQUEADO		SETOR SÃO JOSÉ (3) | Setor São José (1) || VILA SÃO JOSE (2) | VILA SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440350	6	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (4) | Setor São José (2)	Todas as variantes pertencem à mesma família
74440360	4	BLOQUEADO		VILA SÃO JOSE (2) || SETOR SAO JOSE (1) | SETOR SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440370	4	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (3) | Setor São José (1)	Todas as variantes pertencem à mesma família
74440380	1	SEGURO	Vila São José	Vila São José (1)	Todas as variantes pertencem à mesma família
74440400	3	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (2) | Setor São José (1)	Todas as variantes pertencem à mesma família
74440410	2	BLOQUEADO		VILA SÃO JOSÉ (1) || SETOR SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440420	6	SEGURO	Setor São José	Setor São José (3) | SETOR SÃO JOSÉ (2) | SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440425	2	SEGURO	VILA SÃO JOSE	VILA SÃO JOSE (2)	Todas as variantes pertencem à mesma família
74440440	1	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440460	3	BLOQUEADO		SETOR SAO JOSE (1) | Setor São José (1) || VILA SAO JOSE (1)	CEP possui famílias de bairros estruturalmente distintas
74440470	3	BLOQUEADO		VILA SÃO JOSE (1) | Vila São José (1) || SÃO JOSE (1)	CEP possui famílias de bairros estruturalmente distintas
74440480	8	REVISAR	Setor São José	Setor São José (3) | SETOR SÃO JOSÉ (3) | SAO JOSE (1) || VILA SÃO JOSE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440485	3	SEGURO	Setor São José	Setor São José (2) | SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440500	3	BLOQUEADO		SETOR SÃO JOSÉ (1) | Setor São José (1) || VILA SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440510	2	BLOQUEADO		VILA SÃO JOSÉ (1) || SETOR SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440520	2	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (1) | Setor São José (1)	Todas as variantes pertencem à mesma família
74440530	7	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (3) | SÃO JOSE (1) | SÃO JOSÉ (1) | Setor São José (1) || VILA SAO JOSE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440540	2	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (2)	Todas as variantes pertencem à mesma família
74440550	11	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (4) | Setor são José (1) | SÃO JOSE (1) | SAO JOSE (1) | Setor São José (1) || VILA SÃO JOSE (2) | Vila São José (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440560	7	REVISAR	Setor São José	Setor São José (3) | SETOR SÃO JOSÉ (2) | SAO JOSE (1) || Vila são José (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440590	6	REVISAR	Vila São José	Vila São José (2) | Vila são José (2) | VILA SÃO JOSE (1) || SETOR SÃO JOSÉ (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440600	4	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (4)	Todas as variantes pertencem à mesma família
74440610	6	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (4) | Setor São José (1) | SETOR SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74440620	1	SEGURO	VILA SÃO JOSE	VILA SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74440630	5	BLOQUEADO		VILA SÃO JOSE (1) | VILA SÃO JOSÉ (1) | Vila São José (1) || SETOR SÃO JOSÉ (2)	CEP possui famílias de bairros estruturalmente distintas
74440640	11	REVISAR	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (6) | Setor São José (2) | SETOR SÃO JOSE (1) || VILA SÃO JOSÉ (1) | VILA SÃO JOSE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74440650	2	SEGURO	SETOR SÃO JOSE	SETOR SÃO JOSE (1) | SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440660	1	SEGURO	VILA SÃO JOSÉ	VILA SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440670	5	BLOQUEADO		SETOR SÃO JOSÉ (4) || VILA SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440690	1	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440700	3	BLOQUEADO		SETOR SÃO JOSÉ (1) | Setor São José (1) || VILA SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440710	2	BLOQUEADO		VILA SÃO JOSE (1) || SETOR SÃO JOSÉ (1)	CEP possui famílias de bairros estruturalmente distintas
74440730	1	SEGURO	Setor São José	Setor São José (1)	Todas as variantes pertencem à mesma família
74440735	3	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (2) | Setor São José (1)	Todas as variantes pertencem à mesma família
74440740	1	SEGURO	VILA SÃO JOSÉ	VILA SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74440810	2	SEGURO	VILA SÃO JOSÉ	VILA SÃO JOSÉ (1) | VILA SAO JOSE (1)	Todas as variantes pertencem à mesma família
74440820	1	SEGURO	Vila são José extensão	Vila são José extensão (1)	Todas as variantes pertencem à mesma família
74440840	1	SEGURO	Vila São José Extensão	Vila São José Extensão (1)	Todas as variantes pertencem à mesma família
74440920	1	SEGURO	VILA SÃO JOSE	VILA SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74441010	2	BLOQUEADO		VILA SÃO JOSE (1) || SETOR SÃO JOSE (1)	CEP possui famílias de bairros estruturalmente distintas
74445010	15	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (11) | Vila João Vaz (3) | VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74445020	14	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (12) | VILA JOAO VAZ (1) | Vila João Vaz (1)	Todas as variantes pertencem à mesma família
74445040	13	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (10) | Vila João Vaz (2) | VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74445050	10	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (6) | Vila João Vaz (4)	Todas as variantes pertencem à mesma família
74445060	4	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (4)	Todas as variantes pertencem à mesma família
74445070	1	SEGURO	VILA JOAO VAZ	VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74445090	26	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (20) | Vila João Vaz (4) | VILA JOAO VAZ (2)	Todas as variantes pertencem à mesma família
74445100	2	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (2)	Todas as variantes pertencem à mesma família
74445110	23	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (18) | Vila João Vaz (5)	Todas as variantes pertencem à mesma família
74445120	2	SEGURO	SANTOS DUMONT	SANTOS DUMONT (2)	Todas as variantes pertencem à mesma família
74445130	3	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (3)	Todas as variantes pertencem à mesma família
74445140	6	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (4) | VILA JOAO VAZ (1) | Vila João Vaz (1)	Todas as variantes pertencem à mesma família
74445160	27	REVISAR	VILA JOÃO VAZ	VILA JOÃO VAZ (19) | Vila João Vaz (5) | VILA JOAO VAZ (2) || CAPUAVA (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74445170	7	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (4) | Vila João Vaz (2) | VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74445172	1	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (1)	Todas as variantes pertencem à mesma família
74445180	2	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (2)	Todas as variantes pertencem à mesma família
74445190	5	BLOQUEADO		VILA JOÃO VAZ (4) || SETOR NOROESTE (1)	CEP possui famílias de bairros estruturalmente distintas
74445200	3	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (3)	Todas as variantes pertencem à mesma família
74445210	7	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (4) | VILA JOAO VAZ (2) | Vila João Vaz (1)	Todas as variantes pertencem à mesma família
74445220	3	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (2) | VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74445230	18	REVISAR	VILA JOÃO VAZ	VILA JOÃO VAZ (15) | VILA JOAO VAZ (1) | Vila João Vaz (1) || JOÃO VAZ (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74445240	8	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (6) | Vila João Vaz (2)	Todas as variantes pertencem à mesma família
74445250	13	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (12) | VILA JOAO VAZ (1)	Todas as variantes pertencem à mesma família
74445260	12	REVISAR	VILA JOÃO VAZ	VILA JOÃO VAZ (7) | VILA JOAO VAZ (2) | Vila João Vaz (2) || CAPUAVA (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74445300	2	BLOQUEADO		RESIDENCIAL PRIVE NORTE (1) || CAPUAVA RESIDENCIAL PRIVE (1)	CEP possui famílias de bairros estruturalmente distintas
74445302	12	REVISAR	CAPUAVA RESIDENCIAL PRIVE	CAPUAVA RESIDENCIAL PRIVE (5) | CAPUAVA RESIDENCIAL PRIVÊ (3) | Capuava Residencial Privê (2) || CAPUAVA (2)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74445305	2	BLOQUEADO		RESIDENCIAL PRIVE NORTE (1) || CAPUAVA RESIDENCIAL PRIVÊ (1)	CEP possui famílias de bairros estruturalmente distintas
74445360	2	BLOQUEADO		FAZENDA CAVEIRA (1) || FAZENDA CAVEIRAS (1)	CEP possui famílias de bairros estruturalmente distintas
74445485	1	SEGURO	VILA MUTIRÃO	VILA MUTIRÃO (1)	Todas as variantes pertencem à mesma família
74446827	1	SEGURO	CANDIDA DE MORAIS	CANDIDA DE MORAIS (1)	Todas as variantes pertencem à mesma família
