cep	status	bairro_sugerido	bairro_principal_original	clientes_total	clientes_principal	clientes_a_alterar	percentual_principal	familias	variacoes
74394400	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA III (1)
74394405	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	2	2	0	100.0	1	RESIDENCIAL BUENA VISTA III (2)
74394410	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	3	3	0	100.0	1	RESIDENCIAL BUENA VISTA III (3)
74394415	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	2	2	0	100.0	1	RESIDENCIAL BUENA VISTA III (2)
74394420	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	3	3	0	100.0	1	RESIDENCIAL BUENA VISTA III (3)
74394430	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	4	4	0	100.0	1	RESIDENCIAL BUENA VISTA III (4)
74394435	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	2	2	0	100.0	1	RESIDENCIAL BUENA VISTA III (2)
74394470	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA III (1)
74394475	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA III (1)
74394480	SEGURO	RESIDENCIAL BUENA VISTA III	RESIDENCIAL BUENA VISTA III	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA III (1)
74394500	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394520	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	2	2	0	100.0	1	RESIDENCIAL BUENA VISTA IV (2)
74394525	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	2	2	0	100.0	1	RESIDENCIAL BUENA VISTA IV (2)
74394535	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394555	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394600	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394605	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394615	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394620	BLOQUEADO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	3	2	1	66.67	2	RESIDENCIAL BUENA VISTA IV (2) | BUENA VISTA IV (1)
74394630	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394635	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	2	2	0	100.0	1	RESIDENCIAL BUENA VISTA IV (2)
74394640	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394655	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	1	1	0	100.0	1	RESIDENCIAL BUENA VISTA IV (1)
74394660	SEGURO	RESIDENCIAL BUENA VISTA IV	RESIDENCIAL BUENA VISTA IV	3	3	0	100.0	1	RESIDENCIAL BUENA VISTA IV (3)
74394705	SEGURO	JARDIM GARDENIA	JARDIM GARDÊNIA	1	1	0	100.0	1	JARDIM GARDÊNIA (1)
74395003	SEGURO	VILLAGE SANTA RITA	VILLAGE SANTA RITA	1	1	0	100.0	1	VILLAGE SANTA RITA (1)
74395006	SEGURO	VILLAGE SANTA RITA	VILLAGE SANTA RITA	1	1	0	100.0	1	VILLAGE SANTA RITA (1)
74395030	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	100.0	1	SETOR SOLAR SANTA RITA (1)
74395032	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	2	2	0	100.0	1	SETOR SOLAR SANTA RITA (2)
74395038	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	100.0	1	SETOR SOLAR SANTA RITA (1)
74395040	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	100.0	1	SETOR SOLAR SANTA RITA (1)
74395046	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	100.0	1	SETOR SOLAR SANTA RITA (1)
74395050	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	4	4	0	100.0	1	SETOR SOLAR SANTA RITA (4)
74395056	SEGURO	SOLAR SANTA RITA	SETOR SOLAR SANTA RITA	1	1	0	100.0	1	SETOR SOLAR SANTA RITA (1)
74395105	SEGURO	RESIDENCIAL VILLAGE SANTA RITA I	RESIDENCIAL VILLAGE SANTA RITA I	1	1	0	100.0	1	RESIDENCIAL VILLAGE SANTA RITA I (1)
74395210	SEGURO	RESIDENCIAL VILLAGE SANTA RITA III	RESIDENCIAL VILLAGE SANTA RITA III	1	1	0	100.0	1	RESIDENCIAL VILLAGE SANTA RITA III (1)
74395250	SEGURO	RESIDENCIAL KATIA	RESIDENCIAL KÁTIA	1	1	0	100.0	1	RESIDENCIAL KÁTIA (1)
74395510	SEGURO	RESIDENCIAL SANTA FE I	RESIDENCIAL SANTA FE I	1	1	0	100.0	1	RESIDENCIAL SANTA FE I (1)
74395780	SEGURO	JARDIM EMANUELY	JARDIM EMANUELY	2	2	0	100.0	1	JARDIM EMANUELY (2)
74400000	BLOQUEADO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	63	13	50	20.63	29	JARDIM NOVO MUNDO (13) | JARDIM COLORADO (10) | JARDIM NOVA ESPERANÇA (6) | JARDIM DAS HORTENCIAS (3) | JARDIM CURITIBA 4 (2) | JARDIM CURITIBA IV (2) | NOVO PLANALTO (2) | VILA CRISTINA CONTINUAÇAO (2) | VILA JOAO VAZ (2) | BAIRRO DA VITORIA (1) | CONJUNTO RESIDENCIAL ARUANA III (1) | ESTRELA DALVA (1) | JARDIM GRAMADO (1) | JARDIM LIBERDADE (1) | JARDIM NOVO PETROPOLIS (1) | JARDIM PETROPOLIS (1) | JARDIM VISTA BELA (1) | MANSOES PARAISO (1) | MORADA DO SOL (1) | PARQUE INDUSTRIAL PAULISTA (1) | Residencial Fortaleza (1) | SETOR CANDIDA DE MORAIS (1) | SETOR CAPUAVA (1) | SETOR MANSOES PARAISO (1) | SETOR NOROESTE (1) | SETOR SANTOS DUMONT (1) | VILA MARTINS (1) | VILA MUTIRAO (1) | VILA REGINA (1) | VILA ROMANA (1)
74408098	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	1	1	0	100.0	1	JARDIM DAS HORTÊNCIAS (1)
74410010	SEGURO	NOVO MUNDO	NOVO MUNDO	1	1	0	100.0	1	NOVO MUNDO (1)
74410090	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74410400	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74413630	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74420010	SEGURO	VILA SANTA RITA	VILA SANTA RITA	3	3	0	100.0	1	VILA SANTA RITA (3)
74420455	SEGURO	SOLANGE PARK 1	SOLANGE PARK 1	1	1	0	100.0	1	SOLANGE PARK 1 (1)
74423160	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	100.0	1	SANTOS DUMONT (1)
74423543	SEGURO	CIDADE JARDIM	CIDADE JARDIM	1	1	0	100.0	1	CIDADE JARDIM (1)
74425115	SEGURO	MORADA DO SOL	MORADA DO SOL	1	1	0	100.0	1	MORADA DO SOL (1)
74425430	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74430380	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	100.0	1	NOVO PLANALTO (1)
74433050	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	1	1	0	100.0	1	ESPLANADA DO ANICUNS (1)
74433060	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	2	2	0	100.0	1	ESPLANADA DO ANICUNS (2)
74433090	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	2	2	0	100.0	1	ESPLANADA DO ANICUNS (2)
74433130	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	1	1	0	100.0	1	ESPLANADA DO ANICUNS (1)
74433150	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	7	6	1	100.0	1	ESPLANADA DO ANICUNS (6) | Esplanada do Anicuns (1)
74433180	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	4	3	1	100.0	1	ESPLANADA DO ANICUNS (3) | Esplanada do Anicuns (1)
74433190	SEGURO	ESPLANADA DO ANICUNS	Esplanada do Anicuns	1	1	0	100.0	1	Esplanada do Anicuns (1)
74433220	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	2	2	0	100.0	1	ESPLANADA DO ANICUNS (2)
74433380	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	1	1	0	100.0	1	SETOR SANTOS DUMONT (1)
74435020	SEGURO	AEROVIARIO	Aeroviário	1	1	0	100.0	1	Aeroviário (1)
74435030	SEGURO	AEROVIARIO	Aeroviário	10	3	7	100.0	1	Aeroviário (3) | SETOR AEROVIARIO (3) | AEROVIÁRIO (2) | SETOR AEROVIÁRIO (2)
74435040	SEGURO	AEROVIARIO	SETOR AEROVIARIO	1	1	0	100.0	1	SETOR AEROVIARIO (1)
74435050	SEGURO	AEROVIARIO	AEROVIÁRIO	2	1	1	100.0	1	AEROVIÁRIO (1) | SETOR AEROVIARIO (1)
74435060	SEGURO	AEROVIARIO	AEROVIÁRIO	3	2	1	100.0	1	AEROVIÁRIO (2) | SETOR AEROVIÁRIO (1)
74435090	BLOQUEADO	AEROVIARIO	SETOR AEROVIARIO	14	6	8	92.86	2	SETOR AEROVIARIO (6) | AEROVIÁRIO (5) | Aeroviário (2) | AEOROVIARIO (1)
74435100	SEGURO	AEROVIARIO	Aeroviário	1	1	0	100.0	1	Aeroviário (1)
74435110	SEGURO	AEROVIARIO	SETOR AEROVIARIO	15	7	8	100.0	1	SETOR AEROVIARIO (7) | AEROVIÁRIO (4) | SETOR AEROVIÁRIO (2) | AEROVIARIO (1) | Aeroviário (1)
74435115	BLOQUEADO	AEROVIARIO	AEROVIÁRIO	9	3	6	88.89	2	AEROVIÁRIO (3) | SETOR AEROVIARIO (3) | Aeroviário (2) | VILA  SÃO JOSÉ (1)
74435120	SEGURO	AEROVIARIO	Aeroviário	8	3	5	100.0	1	Aeroviário (3) | SETOR AEROVIARIO (3) | AEROVIARIO (1) | AEROVIÁRIO (1)
74435180	SEGURO	AEROVIARIO	SETOR AEROVIARIO	3	3	0	100.0	1	SETOR AEROVIARIO (3)
74435190	SEGURO	AEROVIARIO	SETOR AEROVIÁRIO	1	1	0	100.0	1	SETOR AEROVIÁRIO (1)
74435200	SEGURO	AEROVIARIO	Aeroviário	15	6	9	100.0	1	Aeroviário (6) | SETOR AEROVIARIO (6) | AEROVIÁRIO (3)
74435220	SEGURO	AEROVIARIO	Aeroviário	5	2	3	100.0	1	Aeroviário (2) | SETOR AEROVIARIO (2) | SETOR AEROVIÁRIO (1)
74435230	BLOQUEADO	AEROVIARIO	SETOR AEROVIARIO	6	3	3	83.33	2	SETOR AEROVIARIO (3) | AEOROVIÁRIO (1) | AEROVIARIO (1) | AEROVIÁRIO (1)
74435240	SEGURO	AEROVIARIO	AEROVIÁRIO	2	1	1	100.0	1	AEROVIÁRIO (1) | SETOR AEROVIARIO (1)
74435250	SEGURO	AEROVIARIO	AEROVIARIO	3	1	2	100.0	1	AEROVIARIO (1) | SETOR AEROVIARIO (1) | SETOR AEROVIÁRIO (1)
74435260	BLOQUEADO	AEROVIARIO	AEROVIÁRIO	4	2	2	75.0	2	AEROVIÁRIO (2) | AEOROVIARIO (1) | SETOR AEROVIARIO (1)
74435265	SEGURO	AEROVIARIO	AEROVIÁRIO	2	1	1	100.0	1	AEROVIÁRIO (1) | SETOR AEROVIARIO (1)
74435270	SEGURO	AEROVIARIO	AEROVIÁRIO	1	1	0	100.0	1	AEROVIÁRIO (1)
74435280	BLOQUEADO	AEROVIARIO	SETOR AEROVIARIO	7	3	4	85.71	2	SETOR AEROVIARIO (3) | AEROVIÁRIO (2) | Aeroviário (1) | VILA SAO JOSE (1)
74435290	SEGURO	AEROVIARIO	SETOR AEROVIARIO	8	4	4	100.0	1	SETOR AEROVIARIO (4) | AEROVIÁRIO (3) | Aeroviário (1)
74435299	SEGURO	AEROVIARIO	SETOR AEROVIARIO	1	1	0	100.0	1	SETOR AEROVIARIO (1)
74435320	SEGURO	AEROVIARIO	SETOR AEROVIARIO	2	2	0	100.0	1	SETOR AEROVIARIO (2)
74435970	SEGURO	MANSOES PARAISO	MANSÕES PARAÍSO	1	1	0	100.0	1	MANSÕES PARAÍSO (1)
74440000	SEGURO	VILA JOAO VAZ	VILA JOAO VAZ	1	1	0	100.0	1	VILA JOAO VAZ (1)
74440010	SEGURO	VILA SAO JOSE	VILA SÃO JOSÉ	1	1	0	100.0	1	VILA SÃO JOSÉ (1)
74440030	BLOQUEADO	SAO JOSE	Setor São José	2	1	1	50.0	2	Setor São José (1) | VILA SÃO JOSE (1)
74440050	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	2	2	0	100.0	1	SETOR SÃO JOSÉ (2)
74440060	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	16	7	9	75.0	2	SETOR SÃO JOSÉ (7) | Setor São José (4) | VILA SÃO JOSE (2) | SÃO JOSÉ (1) | VILA SÃO JOSÉ (1) | Vila são José (1)
74440070	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	1	1	0	100.0	1	SETOR SÃO JOSÉ (1)
74440080	BLOQUEADO	VILA SAO JOSE	VILA SÃO JOSE	3	2	1	66.67	2	VILA SÃO JOSE (2) | SETOR SÃO JOSÉ (1)
74440090	SEGURO	SAO JOSE	SETOR SÃO JOSE	1	1	0	100.0	1	SETOR SÃO JOSE (1)
74440120	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	3	2	1	66.67	2	SETOR SÃO JOSÉ (2) | SETOR AEROVIARIO (1)
74440130	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	4	3	1	75.0	2	SETOR SÃO JOSÉ (3) | Vila São José (1)
74440140	BLOQUEADO	SAO JOSE	SÃO JOSE	4	1	3	75.0	2	SÃO JOSE (1) | SETOR SÃO JOSÉ (1) | Setor São José (1) | Vila são José (1)
74440145	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	7	4	3	57.14	2	SETOR SÃO JOSÉ (4) | Vila São José (1) | VILA SÃO JOSE (1) | VILA SAO JOSE (1)
74440150	SEGURO	VILA SAO JOSE	Vila São José	1	1	0	100.0	1	Vila São José (1)
74440160	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	1	1	0	100.0	1	SETOR SÃO JOSÉ (1)
74440180	SEGURO	SAO JOSE	SETOR SÃO JOSE	1	1	0	100.0	1	SETOR SÃO JOSE (1)
74440185	SEGURO	SAO JOSE	Setor São José	1	1	0	100.0	1	Setor São José (1)
74440220	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	2	2	0	100.0	1	SETOR SÃO JOSÉ (2)
74440240	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	7	4	3	71.43	2	SETOR SÃO JOSÉ (4) | VILA SÃO JOSÉ (2) | Setor São José (1)
74440245	BLOQUEADO	VILA SAO JOSE	SETOR SÃO JOSÉ	5	1	4	60.0	2	SETOR SÃO JOSÉ (1) | Setor São José (1) | Vila São José (1) | VILA SÃO JOSÉ (1) | VILA SÃO JOSE (1)
74440250	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	11	7	4	63.64	2	SETOR SÃO JOSÉ (7) | Vila São José (3) | VILA SÃO JOSE (1)
74440280	SEGURO	SAO JOSE	SAO JOSE	2	1	1	100.0	1	SAO JOSE (1) | SETOR SÃO JOSÉ (1)
74440290	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	3	2	1	100.0	1	SETOR SÃO JOSÉ (2) | SETOR SÃO JOSE (1)
74440300	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	9	5	4	66.67	2	SETOR SÃO JOSÉ (5) | VILA SÃO JOSÉ (2) | Setor São José (1) | VILA SÃO JOSE (1)
74440310	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	7	5	2	85.71	2	SETOR SÃO JOSÉ (5) | Setor São José (1) | VILA SAO JOSE (1)
74440320	SEGURO	VILA SAO JOSE	VILA SÃO JOSÉ	1	1	0	100.0	1	VILA SÃO JOSÉ (1)
74440330	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	5	3	2	100.0	1	SETOR SÃO JOSÉ (3) | Setor São José (2)
74440340	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	7	3	4	57.14	2	SETOR SÃO JOSÉ (3) | VILA SÃO JOSE (2) | Setor São José (1) | VILA SÃO JOSÉ (1)
74440350	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	6	4	2	100.0	1	SETOR SÃO JOSÉ (4) | Setor São José (2)
74440360	BLOQUEADO	VILA SAO JOSE	VILA SÃO JOSE	4	2	2	50.0	2	VILA SÃO JOSE (2) | SETOR SAO JOSE (1) | SETOR SÃO JOSÉ (1)
74440370	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	4	3	1	100.0	1	SETOR SÃO JOSÉ (3) | Setor São José (1)
74440380	SEGURO	VILA SAO JOSE	Vila São José	1	1	0	100.0	1	Vila São José (1)
74440400	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	3	2	1	100.0	1	SETOR SÃO JOSÉ (2) | Setor São José (1)
74440410	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	2	1	1	50.0	2	SETOR SÃO JOSÉ (1) | VILA SÃO JOSÉ (1)
74440420	SEGURO	SAO JOSE	Setor São José	6	3	3	100.0	1	Setor São José (3) | SETOR SÃO JOSÉ (2) | SÃO JOSÉ (1)
74440425	SEGURO	VILA SAO JOSE	VILA SÃO JOSE	2	2	0	100.0	1	VILA SÃO JOSE (2)
74440440	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	1	1	0	100.0	1	SETOR SÃO JOSÉ (1)
74440460	BLOQUEADO	SAO JOSE	SETOR SAO JOSE	3	1	2	66.67	2	SETOR SAO JOSE (1) | Setor São José (1) | VILA SAO JOSE (1)
74440470	BLOQUEADO	VILA SAO JOSE	SÃO JOSE	3	1	2	66.67	2	SÃO JOSE (1) | VILA SÃO JOSE (1) | Vila São José (1)
74440480	BLOQUEADO	SAO JOSE	Setor São José	8	3	5	87.5	2	Setor São José (3) | SETOR SÃO JOSÉ (3) | SAO JOSE (1) | VILA SÃO JOSE (1)
74440485	SEGURO	SAO JOSE	Setor São José	3	2	1	100.0	1	Setor São José (2) | SETOR SÃO JOSÉ (1)
74440500	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	3	1	2	66.67	2	SETOR SÃO JOSÉ (1) | Setor São José (1) | VILA SÃO JOSÉ (1)
74440510	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	2	1	1	50.0	2	SETOR SÃO JOSÉ (1) | VILA SÃO JOSÉ (1)
74440520	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	2	1	1	100.0	1	SETOR SÃO JOSÉ (1) | Setor São José (1)
74440530	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	7	3	4	85.71	2	SETOR SÃO JOSÉ (3) | SÃO JOSE (1) | SÃO JOSÉ (1) | Setor São José (1) | VILA SAO JOSE (1)
74440540	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	2	2	0	100.0	1	SETOR SÃO JOSÉ (2)
74440550	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	11	4	7	72.73	2	SETOR SÃO JOSÉ (4) | VILA SÃO JOSE (2) | SÃO JOSE (1) | SAO JOSE (1) | Setor são José (1) | Setor São José (1) | Vila São José (1)
74440560	BLOQUEADO	SAO JOSE	Setor São José	7	3	4	85.71	2	Setor São José (3) | SETOR SÃO JOSÉ (2) | SAO JOSE (1) | Vila são José (1)
74440590	BLOQUEADO	VILA SAO JOSE	Vila São José	6	2	4	83.33	2	Vila São José (2) | Vila são José (2) | SETOR SÃO JOSÉ (1) | VILA SÃO JOSE (1)
74440600	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	4	4	0	100.0	1	SETOR SÃO JOSÉ (4)
74440610	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	6	4	2	100.0	1	SETOR SÃO JOSÉ (4) | Setor São José (1) | SETOR SÃO JOSE (1)
74440620	SEGURO	VILA SAO JOSE	VILA SÃO JOSE	1	1	0	100.0	1	VILA SÃO JOSE (1)
74440630	BLOQUEADO	VILA SAO JOSE	SETOR SÃO JOSÉ	5	2	3	60.0	2	SETOR SÃO JOSÉ (2) | VILA SÃO JOSE (1) | VILA SÃO JOSÉ (1) | Vila São José (1)
74440640	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	11	6	5	81.82	2	SETOR SÃO JOSÉ (6) | Setor São José (2) | SETOR SÃO JOSE (1) | VILA SÃO JOSÉ (1) | VILA SÃO JOSE (1)
74440650	SEGURO	SAO JOSE	SETOR SÃO JOSE	2	1	1	100.0	1	SETOR SÃO JOSE (1) | SETOR SÃO JOSÉ (1)
74440660	SEGURO	VILA SAO JOSE	VILA SÃO JOSÉ	1	1	0	100.0	1	VILA SÃO JOSÉ (1)
74440670	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	5	4	1	80.0	2	SETOR SÃO JOSÉ (4) | VILA SÃO JOSÉ (1)
74440690	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	1	1	0	100.0	1	SETOR SÃO JOSÉ (1)
74440700	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	3	1	2	66.67	2	SETOR SÃO JOSÉ (1) | Setor São José (1) | VILA SÃO JOSÉ (1)
74440710	BLOQUEADO	SAO JOSE	SETOR SÃO JOSÉ	2	1	1	50.0	2	SETOR SÃO JOSÉ (1) | VILA SÃO JOSE (1)
74440730	SEGURO	SAO JOSE	Setor São José	1	1	0	100.0	1	Setor São José (1)
74440735	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	3	2	1	100.0	1	SETOR SÃO JOSÉ (2) | Setor São José (1)
74440740	SEGURO	VILA SAO JOSE	VILA SÃO JOSÉ	1	1	0	100.0	1	VILA SÃO JOSÉ (1)
74440810	SEGURO	VILA SAO JOSE	VILA SÃO JOSÉ	2	1	1	100.0	1	VILA SÃO JOSÉ (1) | VILA SAO JOSE (1)
74440820	SEGURO	VILA SAO JOSE EXTENSAO	Vila são José extensão	1	1	0	100.0	1	Vila são José extensão (1)
74440840	SEGURO	VILA SAO JOSE EXTENSAO	Vila São José Extensão	1	1	0	100.0	1	Vila São José Extensão (1)
74440920	SEGURO	VILA SAO JOSE	VILA SÃO JOSE	1	1	0	100.0	1	VILA SÃO JOSE (1)
74441010	BLOQUEADO	SAO JOSE	SETOR SÃO JOSE	2	1	1	50.0	2	SETOR SÃO JOSE (1) | VILA SÃO JOSE (1)
74445010	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	15	11	4	100.0	1	VILA JOÃO VAZ (11) | Vila João Vaz (3) | VILA JOAO VAZ (1)
74445020	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	14	12	2	100.0	1	VILA JOÃO VAZ (12) | VILA JOAO VAZ (1) | Vila João Vaz (1)
74445040	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	13	10	3	100.0	1	VILA JOÃO VAZ (10) | Vila João Vaz (2) | VILA JOAO VAZ (1)
74445050	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	10	6	4	100.0	1	VILA JOÃO VAZ (6) | Vila João Vaz (4)
74445060	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	4	4	0	100.0	1	VILA JOÃO VAZ (4)
74445070	SEGURO	VILA JOAO VAZ	VILA JOAO VAZ	1	1	0	100.0	1	VILA JOAO VAZ (1)
74445090	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	26	20	6	100.0	1	VILA JOÃO VAZ (20) | Vila João Vaz (4) | VILA JOAO VAZ (2)
74445100	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	2	2	0	100.0	1	VILA JOÃO VAZ (2)
74445110	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	23	18	5	100.0	1	VILA JOÃO VAZ (18) | Vila João Vaz (5)
74445120	SEGURO	SANTOS DUMONT	SANTOS DUMONT	2	2	0	100.0	1	SANTOS DUMONT (2)
74445130	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	3	3	0	100.0	1	VILA JOÃO VAZ (3)
74445140	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	6	4	2	100.0	1	VILA JOÃO VAZ (4) | VILA JOAO VAZ (1) | Vila João Vaz (1)
74445160	REVISAR	VILA JOAO VAZ	VILA JOÃO VAZ	27	19	8	96.3	2	VILA JOÃO VAZ (19) | Vila João Vaz (5) | VILA JOAO VAZ (2) | CAPUAVA (1)
74445170	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	7	4	3	100.0	1	VILA JOÃO VAZ (4) | Vila João Vaz (2) | VILA JOAO VAZ (1)
74445172	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	1	1	0	100.0	1	VILA JOÃO VAZ (1)
74445180	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	2	2	0	100.0	1	VILA JOÃO VAZ (2)
74445190	BLOQUEADO	VILA JOAO VAZ	VILA JOÃO VAZ	5	4	1	80.0	2	VILA JOÃO VAZ (4) | SETOR NOROESTE (1)
74445200	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	3	3	0	100.0	1	VILA JOÃO VAZ (3)
74445210	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	7	4	3	100.0	1	VILA JOÃO VAZ (4) | VILA JOAO VAZ (2) | Vila João Vaz (1)
74445220	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	3	2	1	100.0	1	VILA JOÃO VAZ (2) | VILA JOAO VAZ (1)
74445230	BLOQUEADO	VILA JOAO VAZ	VILA JOÃO VAZ	18	15	3	94.44	2	VILA JOÃO VAZ (15) | JOÃO VAZ (1) | VILA JOAO VAZ (1) | Vila João Vaz (1)
