CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	VARIACOES
74715080	JARDIM NOVO MUNDO	5	JARDIM NOVO MUNDO (5)
74715100	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715110	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715120	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715130	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715140	JARDIM NOVO MUNDO	5	Jardim Novo Mundo (5)
74715160	JARDIM NOVO MUNDO	10	JARDIM NOVO MUNDO (10)
74715170	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715190	JARDIM CALIFORNIA	1	JARDIM CALIFORNIA (1)
74715200	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74715210	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74715230	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74715240	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715250	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715260	JARDIM NOVO MUNDO	8	JARDIM NOVO MUNDO (8)
74715270	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74715280	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74715300	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715310	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74715320	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715340	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715370	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715380	JARDIM NOVO MUNDO	6	JARDIM NOVO MUNDO (6)
74715400	JARDIM NOVO MUNDO	5	JARDIM NOVO MUNDO (5)
74715410	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715415	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715420	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715430	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715440	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715450	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74715470	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715480	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715490	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715500	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715550	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (7)
74715560	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715580	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715590	JARDIM NOVO MUNDO	9	JARDIM NOVO MUNDO (9)
74715640	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74720140	VILA MARIA LUIZA	3	VILA MARIA LUIZA (3)
74720160	VILA MARIA LUIZA	2	VILA MARIA LUIZA (2)
74720170	VILA MARIA LUIZ	1	VILA MARIA LUIZ (1)
74720180	VILA MARIA LUIZA	2	VILA MARIA LUIZA (2)
74720210	VILA MARIA LUIZA	4	VILA MARIA LUIZA (4)
74720220	VILA MARIA LUIZA	1	VILA MARIA LUIZA (1)
74720240	VILA MARIA LUIZA	2	VILA MARIA LUIZA (2)
74720250	VILA MARIA LUIZA	3	VILA MARIA LUIZA (3)
74720260	VILA MARIA LUIZA	5	VILA MARIA LUIZA (5)
74720280	VILA MARIA LUIZA	5	VILA MARIA LUIZA (5)
74723010	AGUA BRANCA	3	ÁGUA BRANCA (3)
74723035	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74723060	AGUA BRANCA	1	AGUA BRANCA (1)
74723110	AGUA BRANCA	2	AGUA BRANCA (2)
74723150	AGUA BRANCA	1	Água Branca (1)
74723180	AGUA BRANCA	1	ÁGUA BRANCA (1)
74723190	AGUA BRANCA	1	ÁGUA BRANCA (1)
74723200	AGUA BRANCA	3	ÁGUA BRANCA (3)
74723210	AGUA BRANCA	1	AGUA BRANCA (1)
74723230	AGUA BRANCA	2	ÁGUA BRANCA (2)
74723240	AGUA BRANCA	1	ÁGUA BRANCA (1)
74723270	AGUA BRANCA	1	ÁGUA BRANCA (1)
74723280	AGUA BRANCA	1	AGUA BRANCA (1)
74723290	AGUA BRANCA	9	ÁGUA BRANCA (9)
74723300	AGUA BRANCA	3	AGUA BRANCA (3)
74723310	AGUA BRANCA	1	ÁGUA BRANCA (1)
74723330	AGUA BRANCA	3	AGUA BRANCA (3)
74723350	AGUA BRANCA	2	AGUA BRANCA (2)
74730110	CONJUNTO RIVIERA	1	CONJUNTO RIVIERA (1)
74730120	CONJUNTO RIVIERA	3	CONJUNTO RIVIERA (3)
74730130	CONJUNTO RIVIERA	1	Conjunto Riviera (1)
74730150	CONJUNTO RIVIERA	1	CONJUNTO RIVIERA (1)
74730200	CONJUNTO RIVIERA	1	CONJUNTO RIVIERA (1)
74730210	CONJUNTO RIVIERA	1	Conjunto Riviera (1)
74730250	CONJUNTO RIVIERA	2	CONJUNTO RIVIERA (2)
74730270	CONJUNTO RIVIERA	2	CONJUNTO RIVIERA (2)
74730280	CONJUNTO RIVIERA	1	CONJUNTO RIVIERA (1)
74730290	CONJUNTO RIVIERA	1	CONJUNTO RIVIERA (1)
74730320	JARDIM BRASIL	2	Jardim Brasil (2)
74730330	JARDIM BRASIL	1	JARDIM BRASIL (1)
74730350	JARDIM BRASIL	1	JARDIM BRASIL (1)
74730360	JARDIM BRASIL	2	JARDIM BRASIL (2)
74730370	JARDIM BRASIL	2	JARDIM BRASIL (2)
74730420	JARDIM BRASIL	1	JARDIM BRASIL (1)
74730435	JARDIM BRASIL	1	JARDIM BRASIL (1)
74730440	JARDIM BRASIL	3	JARDIM BRASIL (3)
74730460	JARDIM BRASIL	2	JARDIM BRASIL (2)
74730500	SONHO VERDE	1	SONHO VERDE (1)
74730505	SONHO VERDE	1	SONHO VERDE (1)
74730510	RESIDENCIAL SONHO VERDE	1	RESIDENCIAL SONHO VERDE (1)
74730520	RESIDENCIAL SONHO VERDE	3	RESIDENCIAL SONHO VERDE (3)
74730535	RESIDENCIAL SONHO VERDE	2	Residencial Sonho Verde (2)
74730560	RESIDENCIAL SONHO VERDE	1	Residencial Sonho Verde (1)
74734080	JARDIM CALIFORNIA	1	JARDIM CALIFORNIA (1)
74735010	JARDIM CALIFORNIA	4	JARDIM CALIFORNIA (4)
74735020	JARDIM CALIFORNIA	1	Jardim Califórnia (1)
74735060	JARDIM CALIFORNIA	1	JARDIM CALIFÓRNIA (1)
74735080	JARDIM CALIFORNIA	6	JARDIM CALIFORNIA (6)
74735100	JARDIM CALIFORNIA	1	JARDIM CALIFÓRNIA (1)
74735110	JARDIM CALIFORNIA	2	JARDIM CALIFORNIA (2)
74735130	JARDIM CALIFORNIA	1	JARDIM CALIFÓRNIA (1)
74735150	JARDIM CALIFORNIA	4	JARDIM CALIFÓRNIA (4)
74735170	JARDIM CALIFORNIA	4	JARDIM CALIFÓRNIA (4)
74735190	JARDIM CALIFORNIA	1	Jardim Califórnia (1)
74735320	RESIDENCIAL OLINDA	1	RESIDENCIAL OLINDA (1)
74735340	RESIDENCIAL OLINDA	1	Residencial Olinda (1)
74735360	RESIDENCIAL OLINDA	1	Residencial Olinda (1)
74735370	RESIDENCIAL OLINDA	2	RESIDENCIAL OLINDA (2)
74735400	RESIDENCIAL OLINDA	4	RESIDENCIAL OLINDA (4)
74735410	RESIDENCIAL OLINDA	1	RESIDENCIAL OLINDA (1)
74735440	RESIDENCIAL OLINDA	1	RESIDENCIAL OLINDA (1)
74735465	RESIDENCIAL VALE DO ARAGUIA	1	RESIDENCIAL VALE DO ARAGUIA (1)
74735500	RESIDENCIAL VALE DO ARAGUAIA	2	RESIDENCIAL VALE DO ARAGUAIA (2)
74735525	RESIDENCIAL VALE DO ARAGUAIA	1	RESIDENCIAL VALE DO ARAGUAIA (1)
74735545	RESIDENCIAL VALE DO ARAGUAIA	1	RESIDENCIAL VALE DO ARAGUAIA (1)
74735560	RESIDENCIAL VALE DO ARAGUAIA	1	Residencial Vale do Araguaia (1)
74735586	RESIDENCIAL VALE DO ARAGUAIA	1	Residencial Vale do Araguaia (1)
74735590	RESIDENCIAL VALE DO ARAGUAIA	1	RESIDENCIAL VALE DO ARAGUAIA (1)
74735651	VILA MARTINS EXTENSAO	1	VILA MARTINS EXTENSÃO (1)
74735658	VILA MARTINS EXTENSAO	1	VILA MARTINS EXTENSÃO (1)
74740100	CONJUNTO ARUANA I	1	CONJUNTO ARUANA I (1)
74740200	CONJUNTO RESIDENCIAL ARUANA I	1	CONJUNTO RESIDENCIAL ARUANÃ I (1)
74740250	CONJUNTO ARUANA I	1	CONJUNTO ARUANA I (1)
74740280	ARUANA PARK	1	ARUANÃ PARK (1)
74740310	CONJUNTO RESIDENCIAL ARUANA II	1	Conjunto Residencial Aruanã II (1)
74740350	VALE DO ARAGUAIA	1	VALE DO ARAGUAIA (1)
74740510	PARQUE SANTA MARIA	4	PARQUE SANTA MARIA (4)
74740520	JARDIM BRASIL	3	JARDIM BRASIL (3)
74740530	JARDIM BRASIL	2	Jardim Brasil (2)
74740545	JARDIM BRASIL	1	JARDIM BRASIL (1)
74740550	JARDIM BRASIL	1	Jardim Brasil (1)
74740570	JARDIM BRASIL	1	JARDIM BRASIL (1)
74740623	ARUANA PARK	1	ARUANÃ PARK (1)
74740625	LOTEAMENTO ARUANA PARK	1	Loteamento Aruanã Park (1)
74740740	SAO JOSE	1	SETOR SAO JOSE (1)
74743530	VILA MUTIRAO	2	VILA MUTIRÃO (2)
74744004	JARDIM COLORADO	1	JARDIM COLORADO (1)
74744083	SAO CARLOS	1	SÃO CARLOS (1)
74746455	JARDIM COLORADO	1	JARDIM COLORADO (1)
74747011	JARDIM COLORADO	1	JARDIM COLORADO (1)
74750490	CAPUAVA	1	CAPUAVA (1)
74769765	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74770304	VILA CONCORDIA	1	VILA CONCÓRDIA (1)
74771514	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74785590	RECANTO DAS MINAS GERAIS	1	SETOR RECANTO DAS MINAS GERAIS (1)
74810030	JARDIM GOIAS	1	JARDIM GOIÁS (1)
74810150	AGUA BRANCA	1	AGUA BRANCA (1)
74860036	JARDIM VISTA BELA	1	JARDIM VISTA BELA (1)
74860470	JARDIM VISTA BELA	1	JARDIM VISTA BELA (1)
74885532	DA VITORIA	1	BAIRRO DA VITÓRIA (1)
74885580	DA VITORIA	1	BAIRRO DA VITÓRIA (1)
74911430	VILA BRASILIA	1	Vila Brasília (1)
74916040	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74944540	JARDIM BURITI SERENO	1	JARDIM BURITI SERENO (1)
74980110	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
75255430	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
75255830	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
75475575	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
75555554	ALBINO BOAVENTURA	1	ALBINO BOAVENTURA (1)
75580800	RESIDENCIAL ITAMARACA	1	RESIDENCIAL ITAMARACA (1)
75583100	MARIA DILCE	1	MARIA DILCE (1)
76465300	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANCA (1)
76630000	JARDIM CABRAL	1	JARDIM CABRAL (1)
77447702	DA VITORIA	1	BAIRRO DA VITORIA (1)
77465170	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
77710200	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
78805180	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
88370888	NAVEGANTES SC	1	NAVEGANTES SC (1)
92265185	VILA JOAO VAZ	1	VILA JOAO VAZ (1)
92990000	INDUSTRIAL	1	INDUSTRIAL (1)
